DateTime_start_input,DateTime_end_input,DateTime_start_output,DateTime_end_output,CO2_dry_input,CO2_dry_output,CO2_flux_umol_s
2021-03-01T14:28:30.0,2021-03-01T14:33:30.0,2021-03-01T14:33:30.0,2021-03-01T14:38:30.0,428.7631664,415.6756417,0.794752362
2021-03-01T18:08:30.0,2021-03-01T18:13:30.0,2021-03-01T18:13:30.0,2021-03-01T18:18:30.0,407.3900504,377.5284988,1.813371065
2021-03-01T18:18:30.0,2021-03-01T18:23:30.0,2021-03-01T18:23:30.0,2021-03-01T18:28:30.0,407.1491239,377.8925716,1.776631905
2021-03-01T18:28:30.0,2021-03-01T18:33:30.0,2021-03-01T18:33:30.0,2021-03-01T18:38:30.0,406.9016581,378.8100779,1.705887872
2021-03-01T18:38:30.0,2021-03-01T18:43:30.0,2021-03-01T18:43:30.0,2021-03-01T18:48:30.0,406.7304428,380.2456711,1.608312897
2021-03-01T18:48:30.0,2021-03-01T18:53:30.0,2021-03-01T18:53:30.0,2021-03-01T18:58:30.0,406.7188057,382.0560423,1.497669718
2021-03-01T18:58:30.0,2021-03-01T19:03:30.0,2021-03-01T19:03:30.0,2021-03-01T19:08:30.0,406.7682835,384.3191924,1.363242361
2021-03-01T19:08:30.0,2021-03-01T19:13:30.0,2021-03-01T19:13:30.0,2021-03-01T19:18:30.0,406.9229208,386.4360287,1.24408597
2021-03-01T19:18:30.0,2021-03-01T19:23:30.0,2021-03-01T19:23:30.0,2021-03-01T19:28:30.0,407.2151058,388.4897175,1.13711698
2021-03-01T19:28:30.0,2021-03-01T19:33:30.0,2021-03-01T19:33:30.0,2021-03-01T19:38:30.0,407.4319907,390.3538864,1.037084094
2021-03-01T19:38:30.0,2021-03-01T19:43:30.0,2021-03-01T19:43:30.0,2021-03-01T19:48:30.0,407.6176669,392.2219542,0.93491927
2021-03-01T19:48:30.0,2021-03-01T19:53:30.0,2021-03-01T19:53:30.0,2021-03-01T19:58:30.0,407.7289621,394.0409973,0.831214653
2021-03-01T19:58:30.0,2021-03-01T20:03:30.0,2021-03-01T20:03:30.0,2021-03-01T20:08:30.0,407.8442304,395.8822023,0.726405515
2021-03-01T20:08:30.0,2021-03-01T20:13:30.0,2021-03-01T20:13:30.0,2021-03-01T20:18:30.0,407.8854872,397.7528674,0.615312957
2021-03-01T20:18:30.0,2021-03-01T20:23:30.0,2021-03-01T20:23:30.0,2021-03-01T20:28:30.0,407.9504508,399.566013,0.509152944
2021-03-01T20:28:30.0,2021-03-01T20:33:30.0,2021-03-01T20:33:30.0,2021-03-01T20:38:30.0,408.0012465,400.9837905,0.426141672
2021-03-01T20:38:30.0,2021-03-01T20:43:30.0,2021-03-01T20:43:30.0,2021-03-01T20:48:30.0,408.0595623,402.1344027,0.359810939
2021-03-01T20:48:30.0,2021-03-01T20:53:30.0,2021-03-01T20:53:30.0,2021-03-01T20:58:30.0,408.0930285,402.9018204,0.315241039
2021-03-01T20:58:30.0,2021-03-01T21:03:30.0,2021-03-01T21:03:30.0,2021-03-01T21:08:30.0,408.1225139,404.2915063,0.232641574
2021-03-01T21:08:30.0,2021-03-01T21:13:30.0,2021-03-01T21:13:30.0,2021-03-01T21:18:30.0,408.0941099,406.1508346,0.118007242
2021-03-01T21:18:30.0,2021-03-01T21:23:30.0,2021-03-01T21:23:30.0,2021-03-01T21:28:30.0,407.9016936,407.2425636,0.040026298
2021-03-01T21:28:30.0,2021-03-01T21:33:30.0,2021-03-01T21:33:30.0,2021-03-01T21:38:30.0,407.6643613,407.907689,-0.014776308
2021-03-01T21:38:30.0,2021-03-01T21:43:30.0,2021-03-01T21:43:30.0,2021-03-01T21:48:30.0,407.4258605,408.2145343,-0.047892965
2021-03-01T21:48:30.0,2021-03-01T21:53:30.0,2021-03-01T21:53:30.0,2021-03-01T21:58:30.0,407.3087567,408.4637302,-0.070136862
2021-03-01T21:58:30.0,2021-03-01T22:03:30.0,2021-03-01T22:03:30.0,2021-03-01T22:08:30.0,407.1345761,408.561485,-0.0866504
2021-03-01T22:08:30.0,2021-03-01T22:13:30.0,2021-03-01T22:13:30.0,2021-03-01T22:18:30.0,406.9280526,408.5628042,-0.099271837
2021-03-01T22:18:30.0,2021-03-01T22:23:30.0,2021-03-01T22:23:30.0,2021-03-01T22:28:30.0,406.8308587,408.6576397,-0.11093301
2021-03-01T22:28:30.0,2021-03-01T22:33:30.0,2021-03-01T22:33:30.0,2021-03-01T22:38:30.0,406.7922736,408.716744,-0.116865288
2021-03-01T22:38:30.0,2021-03-01T22:43:30.0,2021-03-01T22:43:30.0,2021-03-01T22:48:30.0,406.8266725,408.8381525,-0.12214903
2021-03-01T22:48:30.0,2021-03-01T22:53:30.0,2021-03-01T22:53:30.0,2021-03-01T22:58:30.0,406.8736833,408.9550988,-0.126395928
2021-03-01T22:58:30.0,2021-03-01T23:03:30.0,2021-03-01T23:03:30.0,2021-03-01T23:08:30.0,406.902935,408.9945873,-0.127017574
2021-03-01T23:08:30.0,2021-03-01T23:13:30.0,2021-03-01T23:13:30.0,2021-03-01T23:18:30.0,406.9001602,409.0586555,-0.131076673
2021-03-01T23:18:30.0,2021-03-01T23:23:30.0,2021-03-01T23:23:30.0,2021-03-01T23:28:30.0,406.8076713,409.0339203,-0.135191086
2021-03-01T23:28:30.0,2021-03-01T23:33:30.0,2021-03-01T23:33:30.0,2021-03-01T23:38:30.0,406.7408119,409.0587348,-0.140758066
2021-03-01T23:38:30.0,2021-03-01T23:43:30.0,2021-03-01T23:43:30.0,2021-03-01T23:48:30.0,406.7265871,409.1807069,-0.149028754
2021-03-01T23:48:30.0,2021-03-01T23:53:30.0,2021-03-01T23:53:30.0,2021-03-01T23:58:30.0,406.8367933,409.2977393,-0.149443282
2021-03-01T23:58:30.0,2021-03-02T00:03:30.0,2021-03-02T00:03:30.0,2021-03-02T00:08:30.0,406.9243396,409.4014648,-0.150425779
2021-03-02T00:08:30.0,2021-03-02T00:13:30.0,2021-03-02T00:13:30.0,2021-03-02T00:18:30.0,406.9993191,409.4626642,-0.149588969
2021-03-02T00:18:30.0,2021-03-02T00:23:30.0,2021-03-02T00:23:30.0,2021-03-02T00:28:30.0,406.9880261,409.4909439,-0.151992059
2021-03-02T00:28:30.0,2021-03-02T00:33:30.0,2021-03-02T00:33:30.0,2021-03-02T00:38:30.0,406.9031468,409.4443095,-0.154314519
2021-03-02T00:38:30.0,2021-03-02T00:43:30.0,2021-03-02T00:43:30.0,2021-03-02T00:48:30.0,406.9012467,409.4849416,-0.156897328
2021-03-02T00:48:30.0,2021-03-02T00:53:30.0,2021-03-02T00:53:30.0,2021-03-02T00:58:30.0,406.8383726,409.5298751,-0.163444044
2021-03-02T00:58:30.0,2021-03-02T01:03:30.0,2021-03-02T01:03:30.0,2021-03-02T01:08:30.0,406.8600868,409.6148741,-0.16728707
2021-03-02T01:08:30.0,2021-03-02T01:13:30.0,2021-03-02T01:13:30.0,2021-03-02T01:18:30.0,406.9492808,409.7289808,-0.168799916
2021-03-02T01:18:30.0,2021-03-02T01:23:30.0,2021-03-02T01:23:30.0,2021-03-02T01:28:30.0,407.0147224,409.7154333,-0.164003233
2021-03-02T01:28:30.0,2021-03-02T01:33:30.0,2021-03-02T01:33:30.0,2021-03-02T01:38:30.0,406.9764157,409.6539203,-0.162594008
2021-03-02T01:38:30.0,2021-03-02T01:43:30.0,2021-03-02T01:43:30.0,2021-03-02T01:48:30.0,406.9070927,409.6699937,-0.167779784
2021-03-02T01:48:30.0,2021-03-02T01:53:30.0,2021-03-02T01:53:30.0,2021-03-02T01:58:30.0,406.8454912,409.707269,-0.173784174
2021-03-02T01:58:30.0,2021-03-02T02:03:30.0,2021-03-02T02:03:30.0,2021-03-02T02:08:30.0,406.8937062,409.679674,-0.169180536
2021-03-02T02:08:30.0,2021-03-02T02:13:30.0,2021-03-02T02:13:30.0,2021-03-02T02:18:30.0,406.892107,409.7039692,-0.170753005
2021-03-02T02:18:30.0,2021-03-02T02:23:30.0,2021-03-02T02:23:30.0,2021-03-02T02:28:30.0,406.9545623,409.769253,-0.170924763
2021-03-02T02:28:30.0,2021-03-02T02:33:30.0,2021-03-02T02:33:30.0,2021-03-02T02:38:30.0,406.9426726,409.7494791,-0.170445988
2021-03-02T02:38:30.0,2021-03-02T02:43:30.0,2021-03-02T02:43:30.0,2021-03-02T02:48:30.0,406.8744492,409.6590399,-0.169096913
2021-03-02T02:48:30.0,2021-03-02T02:53:30.0,2021-03-02T02:53:30.0,2021-03-02T02:58:30.0,406.8188935,409.6618279,-0.17263989
2021-03-02T02:58:30.0,2021-03-02T03:03:30.0,2021-03-02T03:03:30.0,2021-03-02T03:08:30.0,406.9432766,409.7135886,-0.168229822
2021-03-02T03:08:30.0,2021-03-02T03:13:30.0,2021-03-02T03:13:30.0,2021-03-02T03:18:30.0,406.9323939,409.7443266,-0.170757282
2021-03-02T03:18:30.0,2021-03-02T03:23:30.0,2021-03-02T03:23:30.0,2021-03-02T03:28:30.0,406.9481596,409.7228577,-0.16849618
2021-03-02T03:28:30.0,2021-03-02T03:33:30.0,2021-03-02T03:33:30.0,2021-03-02T03:38:30.0,406.8938096,409.6864575,-0.169586194
2021-03-02T03:38:30.0,2021-03-02T03:43:30.0,2021-03-02T03:43:30.0,2021-03-02T03:48:30.0,406.8673213,409.68211,-0.170930717
2021-03-02T03:48:30.0,2021-03-02T03:53:30.0,2021-03-02T03:53:30.0,2021-03-02T03:58:30.0,406.8373331,409.7636533,-0.177703574
2021-03-02T03:58:30.0,2021-03-02T04:03:30.0,2021-03-02T04:03:30.0,2021-03-02T04:08:30.0,406.867458,409.7928711,-0.177648489
2021-03-02T04:08:30.0,2021-03-02T04:13:30.0,2021-03-02T04:13:30.0,2021-03-02T04:18:30.0,406.920382,409.7705267,-0.173077742
2021-03-02T04:18:30.0,2021-03-02T04:23:30.0,2021-03-02T04:23:30.0,2021-03-02T04:28:30.0,406.8775838,409.813035,-0.178258062
2021-03-02T04:28:30.0,2021-03-02T04:33:30.0,2021-03-02T04:33:30.0,2021-03-02T04:38:30.0,406.8486909,409.7802296,-0.17802047
2021-03-02T04:38:30.0,2021-03-02T04:43:30.0,2021-03-02T04:43:30.0,2021-03-02T04:48:30.0,406.7742755,409.8111785,-0.184418813
2021-03-02T04:48:30.0,2021-03-02T04:53:30.0,2021-03-02T04:53:30.0,2021-03-02T04:58:30.0,406.8575128,409.8553165,-0.182044476
2021-03-02T04:58:30.0,2021-03-02T05:03:30.0,2021-03-02T05:03:30.0,2021-03-02T05:08:30.0,406.9358852,409.9014117,-0.180084412
2021-03-02T05:08:30.0,2021-03-02T05:13:30.0,2021-03-02T05:13:30.0,2021-03-02T05:18:30.0,406.9831352,409.2039756,-0.134862646
2021-03-02T05:18:30.0,2021-03-02T05:23:30.0,2021-03-02T05:23:30.0,2021-03-02T05:28:30.0,407.0374375,407.7745199,-0.044760032
2021-03-02T05:28:30.0,2021-03-02T05:33:30.0,2021-03-02T05:33:30.0,2021-03-02T05:38:30.0,407.0385197,406.6433749,0.023995543
2021-03-02T05:38:30.0,2021-03-02T05:43:30.0,2021-03-02T05:43:30.0,2021-03-02T05:47:30.0,407.123562,405.7789231,0.081654471
2021-03-02T05:47:30.0,2021-03-02T05:52:30.0,2021-03-02T05:53:30.0,2021-03-02T05:58:30.0,407.3037338,404.8836174,0.146963861
2021-03-02T05:58:30.0,2021-03-02T06:03:30.0,2021-03-02T06:03:30.0,2021-03-02T06:07:30.0,407.3620577,403.3969599,0.240784327
2021-03-02T06:07:30.0,2021-03-02T06:12:30.0,2021-03-02T06:12:30.0,2021-03-02T06:17:30.0,407.2993932,401.6951316,0.340324102
2021-03-02T06:17:30.0,2021-03-02T06:22:30.0,2021-03-02T06:22:30.0,2021-03-02T06:27:30.0,407.3382146,399.9112284,0.451010787
2021-03-02T06:27:30.0,2021-03-02T06:32:30.0,2021-03-02T06:32:30.0,2021-03-02T06:37:30.0,407.405167,398.0395751,0.56873446
2021-03-02T06:37:30.0,2021-03-02T06:42:30.0,2021-03-02T06:42:30.0,2021-03-02T06:47:30.0,407.4895137,396.2809898,0.680648253
2021-03-02T06:47:30.0,2021-03-02T06:52:30.0,2021-03-02T06:52:30.0,2021-03-02T06:57:30.0,407.722112,394.5941072,0.797210549
2021-03-02T06:57:30.0,2021-03-02T07:02:30.0,2021-03-02T07:02:30.0,2021-03-02T07:07:30.0,407.9364145,392.8769941,0.914497601
2021-03-02T07:07:30.0,2021-03-02T07:12:30.0,2021-03-02T07:12:30.0,2021-03-02T07:17:30.0,408.142729,390.7831925,1.054174331
2021-03-02T07:17:30.0,2021-03-02T07:22:30.0,2021-03-02T07:22:30.0,2021-03-02T07:27:30.0,408.3094465,388.355602,1.211716146
2021-03-02T07:27:30.0,2021-03-02T07:32:30.0,2021-03-02T07:32:30.0,2021-03-02T07:37:30.0,408.3899285,385.9263661,1.364121149
2021-03-02T07:37:30.0,2021-03-02T07:42:30.0,2021-03-02T07:42:30.0,2021-03-02T07:47:30.0,408.4678229,383.5557956,1.512806505
2021-03-02T07:47:30.0,2021-03-02T07:52:30.0,2021-03-02T07:52:30.0,2021-03-02T07:57:30.0,408.5383805,381.4296685,1.64620227
2021-03-02T07:57:30.0,2021-03-02T08:02:30.0,2021-03-02T08:02:30.0,2021-03-02T08:07:30.0,408.5924031,379.5568995,1.763208516
2021-03-02T08:07:30.0,2021-03-02T08:12:30.0,2021-03-02T08:12:30.0,2021-03-02T08:17:30.0,408.6962842,377.8368814,1.873966523
2021-03-02T08:17:30.0,2021-03-02T08:22:30.0,2021-03-02T08:22:30.0,2021-03-02T08:27:30.0,408.7426942,376.8101748,1.939132545
2021-03-02T08:27:30.0,2021-03-02T08:32:30.0,2021-03-02T08:32:30.0,2021-03-02T08:37:30.0,408.6617853,375.3745318,2.021400066
2021-03-02T08:37:30.0,2021-03-02T08:42:30.0,2021-03-02T08:42:30.0,2021-03-02T08:47:30.0,408.4975221,374.2997689,2.076691025
2021-03-02T08:47:30.0,2021-03-02T08:52:30.0,2021-03-02T08:52:30.0,2021-03-02T08:57:30.0,408.4819416,373.460995,2.126680226
2021-03-02T08:57:30.0,2021-03-02T09:02:30.0,2021-03-02T09:02:30.0,2021-03-02T09:07:30.0,408.6397594,372.9674155,2.166236944
2021-03-02T09:07:30.0,2021-03-02T09:12:30.0,2021-03-02T09:12:30.0,2021-03-02T09:17:30.0,408.685826,372.7439109,2.182606912
2021-03-02T09:17:30.0,2021-03-02T09:22:30.0,2021-03-02T09:22:30.0,2021-03-02T09:27:30.0,408.7528533,372.8456551,2.180498692
2021-03-02T09:27:30.0,2021-03-02T09:32:30.0,2021-03-02T09:32:30.0,2021-03-02T09:37:30.0,408.8218784,373.1239843,2.167788504
2021-03-02T09:37:30.0,2021-03-02T09:42:30.0,2021-03-02T09:42:30.0,2021-03-02T09:47:30.0,408.8058155,373.4197371,2.148853197
2021-03-02T09:47:30.0,2021-03-02T09:52:30.0,2021-03-02T09:52:30.0,2021-03-02T09:57:30.0,408.7935075,373.7827596,2.126060896
2021-03-02T09:57:30.0,2021-03-02T10:02:30.0,2021-03-02T10:02:30.0,2021-03-02T10:07:30.0,408.7760713,374.2864019,2.094417909
2021-03-02T10:07:30.0,2021-03-02T10:12:30.0,2021-03-02T10:12:30.0,2021-03-02T10:17:30.0,408.7704785,374.7633017,2.065118092
2021-03-02T10:17:30.0,2021-03-02T10:22:30.0,2021-03-02T10:22:30.0,2021-03-02T10:27:30.0,408.7155791,375.3517556,2.026049855
2021-03-02T10:27:30.0,2021-03-02T10:32:30.0,2021-03-02T10:32:30.0,2021-03-02T10:37:30.0,408.715455,375.9246006,1.991255756
2021-03-02T10:37:30.0,2021-03-02T10:42:30.0,2021-03-02T10:42:30.0,2021-03-02T10:47:30.0,408.6636475,376.5768089,1.948503728
2021-03-02T10:47:30.0,2021-03-02T10:52:30.0,2021-03-02T10:52:30.0,2021-03-02T10:57:30.0,408.6787142,377.2516163,1.908440349
2021-03-02T10:57:30.0,2021-03-02T11:02:30.0,2021-03-02T11:02:30.0,2021-03-02T11:07:30.0,408.6976708,377.8250016,1.87477214
2021-03-02T11:07:30.0,2021-03-02T11:12:30.0,2021-03-02T11:12:30.0,2021-03-02T11:17:30.0,408.6874691,378.4602118,1.835578891
2021-03-02T11:17:30.0,2021-03-02T11:22:30.0,2021-03-02T11:22:30.0,2021-03-02T11:27:30.0,408.7466346,379.0947237,1.800640436
2021-03-02T11:27:30.0,2021-03-02T11:32:30.0,2021-03-02T11:32:30.0,2021-03-02T11:37:30.0,408.7221223,379.631838,1.766535122
2021-03-02T11:37:30.0,2021-03-02T11:42:30.0,2021-03-02T11:42:30.0,2021-03-02T11:47:30.0,408.6908116,380.0481466,1.739353022
2021-03-02T11:47:30.0,2021-03-02T11:52:30.0,2021-03-02T11:52:30.0,2021-03-02T11:57:30.0,408.6612367,380.411753,1.715476708
2021-03-02T11:57:30.0,2021-03-02T12:02:30.0,2021-03-02T12:02:30.0,2021-03-02T12:07:30.0,408.5560588,380.2466223,1.719117401
2021-03-02T12:07:30.0,2021-03-02T12:12:30.0,2021-03-02T12:12:30.0,2021-03-02T12:17:30.0,408.5978083,380.5924862,1.700649766
2021-03-02T12:17:30.0,2021-03-02T12:22:30.0,2021-03-02T12:22:30.0,2021-03-02T12:27:30.0,408.5631351,381.0151862,1.672875343
2021-03-02T12:27:30.0,2021-03-02T12:32:30.0,2021-03-02T12:32:30.0,2021-03-02T12:37:30.0,408.5510468,381.4852522,1.643596063
2021-03-02T12:37:30.0,2021-03-02T12:42:30.0,2021-03-02T12:42:30.0,2021-03-02T12:47:30.0,408.5212561,381.7737857,1.62426553
2021-03-02T12:47:30.0,2021-03-02T12:52:30.0,2021-03-02T12:52:30.0,2021-03-02T12:57:30.0,408.5164016,382.0943777,1.60450248
2021-03-02T12:57:30.0,2021-03-02T13:02:30.0,2021-03-02T13:02:30.0,2021-03-02T13:07:30.0,408.5398466,382.3506097,1.590366268
2021-03-02T13:07:30.0,2021-03-02T13:12:30.0,2021-03-02T13:12:30.0,2021-03-02T13:17:30.0,408.5148864,382.608012,1.573219541
2021-03-02T13:17:30.0,2021-03-02T13:22:30.0,2021-03-02T13:22:30.0,2021-03-02T13:27:30.0,408.5833014,382.8828094,1.560686768
2021-03-02T13:27:30.0,2021-03-02T13:32:30.0,2021-03-02T13:32:30.0,2021-03-02T13:37:30.0,408.6400029,382.9981673,1.557124802
2021-03-02T13:37:30.0,2021-03-02T13:42:30.0,2021-03-02T13:42:30.0,2021-03-02T13:47:30.0,408.5950047,383.1539751,1.544930674
2021-03-02T13:47:30.0,2021-03-02T13:52:30.0,2021-03-02T13:52:30.0,2021-03-02T13:57:30.0,408.6164567,383.0103878,1.554952836
2021-03-02T13:57:30.0,2021-03-02T14:02:30.0,2021-03-02T14:02:30.0,2021-03-02T14:07:30.0,408.5314043,382.7868059,1.563365174
2021-03-02T14:07:30.0,2021-03-02T14:12:30.0,2021-03-02T14:12:30.0,2021-03-02T14:17:30.0,408.4747788,382.6840158,1.566168567
2021-03-02T14:17:30.0,2021-03-02T14:22:30.0,2021-03-02T14:22:30.0,2021-03-02T14:27:30.0,408.4924795,382.8030114,1.560017329
2021-03-02T14:27:30.0,2021-03-02T14:32:30.0,2021-03-02T14:32:30.0,2021-03-02T14:37:30.0,408.5022871,382.9448066,1.552002261
2021-03-02T14:37:30.0,2021-03-02T14:42:30.0,2021-03-02T14:42:30.0,2021-03-02T14:47:30.0,408.4845439,383.0924382,1.54195972
2021-03-02T14:47:30.0,2021-03-02T14:52:30.0,2021-03-02T14:52:30.0,2021-03-02T14:57:30.0,408.4535093,383.1141602,1.538756021
2021-03-02T14:57:30.0,2021-03-02T15:02:30.0,2021-03-02T15:02:30.0,2021-03-02T15:07:30.0,408.4006538,383.1039437,1.536166736
2021-03-02T15:07:30.0,2021-03-02T15:12:30.0,2021-03-02T15:12:30.0,2021-03-02T15:17:30.0,408.3809268,383.2502319,1.5260853
2021-03-02T15:17:30.0,2021-03-02T15:22:30.0,2021-03-02T15:22:30.0,2021-03-02T15:27:30.0,408.3385249,383.2258873,1.524988755
2021-03-02T15:27:30.0,2021-03-02T15:32:30.0,2021-03-02T15:32:30.0,2021-03-02T15:37:30.0,408.3312897,383.2358003,1.523947414
2021-03-02T15:37:30.0,2021-03-02T15:42:30.0,2021-03-02T15:42:30.0,2021-03-02T15:47:30.0,408.2970804,383.1811539,1.525188473
2021-03-02T15:47:30.0,2021-03-02T15:52:30.0,2021-03-02T15:52:30.0,2021-03-02T15:57:30.0,408.247926,383.0615354,1.529467476
2021-03-02T15:57:30.0,2021-03-02T16:02:30.0,2021-03-02T16:02:30.0,2021-03-02T16:07:30.0,408.270056,382.9789205,1.535828205
2021-03-02T16:07:30.0,2021-03-02T16:12:30.0,2021-03-02T16:12:30.0,2021-03-02T16:17:30.0,408.2426956,382.9242179,1.537488588
2021-03-02T16:17:30.0,2021-03-02T16:22:30.0,2021-03-02T16:22:30.0,2021-03-02T16:27:30.0,408.1834166,382.9082357,1.534859351
2021-03-02T16:27:30.0,2021-03-02T16:32:30.0,2021-03-02T16:32:30.0,2021-03-02T16:37:30.0,408.1857001,382.9299378,1.533680141
2021-03-02T16:37:30.0,2021-03-02T16:42:30.0,2021-03-02T16:42:30.0,2021-03-02T16:47:30.0,408.2219626,382.9346154,1.535598158
2021-03-02T16:47:30.0,2021-03-02T16:52:30.0,2021-03-02T16:52:30.0,2021-03-02T16:57:30.0,408.2068016,382.8059448,1.542491141
2021-03-02T16:57:30.0,2021-03-02T17:02:30.0,2021-03-02T17:02:30.0,2021-03-02T17:07:30.0,408.2061843,382.7138572,1.548045758
2021-03-02T17:07:30.0,2021-03-02T17:12:30.0,2021-03-02T17:12:30.0,2021-03-02T17:17:30.0,408.1269194,382.6954681,1.544349019
2021-03-02T17:17:30.0,2021-03-02T17:22:30.0,2021-03-02T17:22:30.0,2021-03-02T17:27:30.0,408.0994386,382.7887587,1.537015061
2021-03-02T17:27:30.0,2021-03-02T17:32:30.0,2021-03-02T17:32:30.0,2021-03-02T17:37:30.0,408.0415929,382.8542705,1.529524055
2021-03-02T17:37:30.0,2021-03-02T17:42:30.0,2021-03-02T17:42:30.0,2021-03-02T17:47:30.0,408.0531708,383.0475838,1.518488003
2021-03-02T17:47:30.0,2021-03-02T17:52:30.0,2021-03-02T17:52:30.0,2021-03-02T17:57:30.0,408.0122384,383.4740905,1.490102318
2021-03-02T17:57:30.0,2021-03-02T18:02:30.0,2021-03-02T18:02:30.0,2021-03-02T18:07:30.0,408.0316993,384.0439208,1.456680621
2021-03-02T18:07:30.0,2021-03-02T18:12:30.0,2021-03-02T18:12:30.0,2021-03-02T18:17:30.0,407.9807173,384.9442362,1.39891218
2021-03-02T18:17:30.0,2021-03-02T18:22:30.0,2021-03-02T18:22:30.0,2021-03-02T18:27:30.0,407.7931201,386.3374038,1.302918733
2021-03-02T18:27:30.0,2021-03-02T18:32:30.0,2021-03-02T18:32:30.0,2021-03-02T18:37:30.0,407.5118483,388.6675648,1.144337001
2021-03-02T18:37:30.0,2021-03-02T18:42:30.0,2021-03-02T18:42:30.0,2021-03-02T18:47:30.0,407.3268862,391.9556753,0.933431371
2021-03-02T18:47:30.0,2021-03-02T18:52:30.0,2021-03-02T18:52:30.0,2021-03-02T18:57:30.0,407.322484,396.2326303,0.673441895
2021-03-02T18:57:30.0,2021-03-02T19:02:30.0,2021-03-02T19:02:30.0,2021-03-02T19:07:30.0,407.463775,400.7871902,0.405441946
2021-03-02T19:07:30.0,2021-03-02T19:12:30.0,2021-03-02T19:12:30.0,2021-03-02T19:17:30.0,407.6909594,404.5104696,0.193138262
2021-03-02T19:17:30.0,2021-03-02T19:22:30.0,2021-03-02T19:22:30.0,2021-03-02T19:27:30.0,407.6795125,406.7580365,0.055957502
2021-03-02T19:27:30.0,2021-03-02T19:32:30.0,2021-03-02T19:32:30.0,2021-03-02T19:37:30.0,407.5621404,408.1768725,-0.037330188
2021-03-02T19:37:30.0,2021-03-02T19:42:30.0,2021-03-02T19:42:30.0,2021-03-02T19:47:30.0,407.3731931,409.1454134,-0.107619758
2021-03-02T19:47:30.0,2021-03-02T19:52:30.0,2021-03-02T19:52:30.0,2021-03-02T19:57:30.0,407.2792272,409.8423518,-0.155648175
2021-03-02T19:57:30.0,2021-03-02T20:02:30.0,2021-03-02T20:02:30.0,2021-03-02T20:07:30.0,407.2017778,410.324325,-0.189619643
2021-03-02T20:07:30.0,2021-03-02T20:12:30.0,2021-03-02T20:12:30.0,2021-03-02T20:17:30.0,407.2602801,410.7041071,-0.209129664
2021-03-02T20:17:30.0,2021-03-02T20:22:30.0,2021-03-02T20:22:30.0,2021-03-02T20:27:30.0,407.2425905,410.9602779,-0.225760095
2021-03-02T20:27:30.0,2021-03-02T20:32:30.0,2021-03-02T20:32:30.0,2021-03-02T20:37:30.0,407.2411451,411.0985053,-0.234241857
2021-03-02T20:37:30.0,2021-03-02T20:42:30.0,2021-03-02T20:42:30.0,2021-03-02T20:47:30.0,407.3163628,411.2440944,-0.238515229
2021-03-02T20:47:30.0,2021-03-02T20:52:30.0,2021-03-02T20:52:30.0,2021-03-02T20:57:30.0,407.3602931,411.3404588,-0.241699342
2021-03-02T20:57:30.0,2021-03-02T21:02:30.0,2021-03-02T21:02:30.0,2021-03-02T21:07:30.0,407.3887882,411.4222152,-0.244933679
2021-03-02T21:07:30.0,2021-03-02T21:12:30.0,2021-03-02T21:12:30.0,2021-03-02T21:17:30.0,407.4582875,411.4844562,-0.244492915
2021-03-02T21:17:30.0,2021-03-02T21:22:30.0,2021-03-02T21:22:30.0,2021-03-02T21:27:30.0,407.5365788,411.4785373,-0.239379171
2021-03-02T21:27:30.0,2021-03-02T21:32:30.0,2021-03-02T21:32:30.0,2021-03-02T21:37:30.0,407.4482954,411.4070205,-0.240397338
2021-03-02T21:37:30.0,2021-03-02T21:42:30.0,2021-03-02T21:42:30.0,2021-03-02T21:47:30.0,407.3654045,411.3850969,-0.244099631
2021-03-02T21:47:30.0,2021-03-02T21:52:30.0,2021-03-02T21:52:30.0,2021-03-02T21:57:30.0,407.1964414,411.242067,-0.245674456
2021-03-02T21:57:30.0,2021-03-02T22:02:30.0,2021-03-02T22:02:30.0,2021-03-02T22:07:30.0,407.0708806,411.2482272,-0.253673336
2021-03-02T22:07:30.0,2021-03-02T22:12:30.0,2021-03-02T22:12:30.0,2021-03-02T22:17:30.0,407.099959,411.2813789,-0.253920691
2021-03-02T22:17:30.0,2021-03-02T22:22:30.0,2021-03-02T22:22:30.0,2021-03-02T22:27:30.0,407.2095812,411.3948239,-0.254152833
2021-03-02T22:27:30.0,2021-03-02T22:32:30.0,2021-03-02T22:32:30.0,2021-03-02T22:37:30.0,407.2906056,411.4122058,-0.250288084
2021-03-02T22:37:30.0,2021-03-02T22:42:30.0,2021-03-02T22:42:30.0,2021-03-02T22:47:30.0,407.3437696,411.380457,-0.245131675
2021-03-02T22:47:30.0,2021-03-02T22:52:30.0,2021-03-02T22:52:30.0,2021-03-02T22:57:30.0,407.2971293,411.3190971,-0.244237812
2021-03-02T22:57:30.0,2021-03-02T23:02:30.0,2021-03-02T23:02:30.0,2021-03-02T23:07:30.0,407.1871518,411.3088186,-0.250292128
2021-03-02T23:07:30.0,2021-03-02T23:12:30.0,2021-03-02T23:12:30.0,2021-03-02T23:17:30.0,407.1659425,411.350768,-0.254127503
2021-03-02T23:17:30.0,2021-03-02T23:22:30.0,2021-03-02T23:22:30.0,2021-03-02T23:27:30.0,407.1331485,411.2843056,-0.252082955
2021-03-02T23:27:30.0,2021-03-02T23:32:30.0,2021-03-02T23:32:30.0,2021-03-02T23:37:30.0,407.2515947,411.3975359,-0.251766213
