Date;Conditions;X;Y;Z - 21 cm;Z - 51 cm;Z - 81 cm;Z - 111cm;Z - 105.4cm
02/02/2021;noFelt;80;4,8;152;248;222;188;
02/02/2021;noFelt;80;6,4;180;251;230;191;
02/02/2021;noFelt;80;8;187;259;222;186;
02/02/2021;noFelt;80;9,6;213;253;227;190;
02/02/2021;noFelt;80;11,2;232;259;229;189;
02/02/2021;noFelt;80;12,8;246;270;226;187;
02/02/2021;noFelt;80;14,4;278;270;238;197;
02/02/2021;noFelt;80;16;280;276;231;192;
02/02/2021;noFelt;80;17,6;297;283;232;195;
02/02/2021;noFelt;80;19,2;322;281;241;200;
02/02/2021;noFelt;80;20,8;334;299;239;197;
02/02/2021;noFelt;80;22,4;349;301;242;199;
02/02/2021;noFelt;80;24;378;304;252;203;
02/02/2021;noFelt;80;25,6;388;325;250;201;
02/02/2021;noFelt;80;27,2;420;327;261;211;
02/02/2021;noFelt;80;28,8;439;326;259;207;
02/02/2021;noFelt;80;30,4;443;341;253;204;
02/02/2021;noFelt;80;32;475;338;262;212;
02/02/2021;noFelt;80;33,6;495;342;259;207;
02/02/2021;noFelt;80;35,2;497;355;256;205;
02/02/2021;noFelt;80;36,8;532;351;266;212;
02/02/2021;noFelt;80;38,4;541;358;260;206;
02/02/2021;noFelt;80;40;543;368;262;208;
02/02/2021;noFelt;80;41,6;577;364;271;213;
02/02/2021;noFelt;80;43,2;579;377;267;210;
02/02/2021;noFelt;80;44,8;569;378;267;211;
02/02/2021;noFelt;80;46,4;601;372;273;214;
02/02/2021;noFelt;80;48;594;390;269;211;
02/02/2021;noFelt;80;49,6;584;385;273;215;
02/02/2021;noFelt;80;51,2;607;376;273;213;
02/02/2021;noFelt;80;52,8;590;387;268;210;
02/02/2021;noFelt;80;54,4;583;390;275;217;
02/02/2021;noFelt;80;56;588;372;268;208;
02/02/2021;noFelt;80;57,6;581;394;270;211;
02/02/2021;noFelt;80;59,2;583;390;279;218;
02/02/2021;noFelt;80;60,8;583;374;267;207;
02/02/2021;noFelt;80;62,4;565;388;266;208;
02/02/2021;noFelt;80;64;578;385;277;214;
02/02/2021;noFelt;80;65,6;594;381;270;208;
02/02/2021;noFelt;80;67,2;573;393;272;212;
02/02/2021;noFelt;80;68,8;589;378;274;211;
02/02/2021;noFelt;80;70,4;605;388;273;212;
02/02/2021;noFelt;80;72;581;392;277;215;
02/02/2021;noFelt;80;73,6;588;373;270;208;
02/02/2021;noFelt;80;75,2;591;384;271;210;
02/02/2021;noFelt;80;76,8;559;381;275;214;
02/02/2021;noFelt;80;78,4;582;374;273;211;
02/02/2021;noFelt;80;80;550;373;266;208;
02/02/2021;noFelt;80;81,6;534;375;276;214;
02/02/2021;noFelt;80;83,2;532;358;264;204;
02/02/2021;noFelt;80;84,8;496;361;262;205;
02/02/2021;noFelt;80;86,4;472;355;266;206;
02/02/2021;noFelt;80;88;465;340;255;197;
02/02/2021;noFelt;80;89,6;433;345;258;202;
02/02/2021;noFelt;80;91,2;411;339;260;201;
02/02/2021;noFelt;80;92,8;415;335;257;200;
02/02/2021;noFelt;80;94,4;385;340;263;206;
02/02/2021;noFelt;80;96;362;332;259;201;
02/02/2021;noFelt;80;97,6;357;320;253;198;
02/02/2021;noFelt;80;99,2;328;326;260;204;
02/02/2021;noFelt;80;100,8;312;316;253;197;
02/02/2021;noFelt;80;102,4;306;311;251;198;
02/02/2021;noFelt;90;1,6;79;223;210;177;
02/02/2021;noFelt;90;3,2;102;226;206;174;
02/02/2021;noFelt;90;4,8;128;223;207;181;
02/02/2021;noFelt;90;6,4;146;233;218;178;
02/02/2021;noFelt;90;8;161;231;212;177;
02/02/2021;noFelt;90;9,6;172;228;210;182;
02/02/2021;noFelt;90;11,2;185;239;219;176;
02/02/2021;noFelt;90;12,8;208;239;215;179;
02/02/2021;noFelt;90;14,4;218;246;222;187;
02/02/2021;noFelt;90;16;227;252;222;180;
02/02/2021;noFelt;90;17,6;246;252;220;189;
02/02/2021;noFelt;90;19,2;247;257;227;188;
02/02/2021;noFelt;90;20,8;267;271;231;187;
02/02/2021;noFelt;90;22,4;278;268;229;193;
02/02/2021;noFelt;90;24;282;282;241;191;
02/02/2021;noFelt;90;25,6;308;291;241;193;
02/02/2021;noFelt;90;27,2;321;292;244;203;
02/02/2021;noFelt;90;28,8;325;301;249;195;
02/02/2021;noFelt;90;30,4;350;302;242;198;
02/02/2021;noFelt;90;32;355;302;245;201;
02/02/2021;noFelt;90;33,6;362;315;250;196;
02/02/2021;noFelt;90;35,2;388;312;243;200;
02/02/2021;noFelt;90;36,8;387;314;250;201;
02/02/2021;noFelt;90;38,4;396;327;250;196;
02/02/2021;noFelt;90;40;418;324;247;203;
02/02/2021;noFelt;90;41,6;415;326;256;200;
02/02/2021;noFelt;90;43,2;430;342;256;200;
02/02/2021;noFelt;90;44,8;439;331;249;204;
02/02/2021;noFelt;90;46,4;429;336;259;200;
02/02/2021;noFelt;90;48;443;349;255;204;
02/02/2021;noFelt;90;49,6;444;335;252;206;
02/02/2021;noFelt;90;51,2;431;339;260;201;
02/02/2021;noFelt;90;52,8;437;347;254;203;
02/02/2021;noFelt;90;54,4;446;339;255;208;
02/02/2021;noFelt;90;56;418;335;254;197;
02/02/2021;noFelt;90;57,6;441;349;253;206;
02/02/2021;noFelt;90;59,2;443;340;257;206;
02/02/2021;noFelt;90;60,8;419;338;252;196;
02/02/2021;noFelt;90;62,4;436;340;246;202;
02/02/2021;noFelt;90;64;437;334;256;200;
02/02/2021;noFelt;90;65,6;431;345;253;198;
02/02/2021;noFelt;90;67,2;448;341;249;204;
02/02/2021;noFelt;90;68,8;437;331;256;197;
02/02/2021;noFelt;90;70,4;444;354;256;204;
02/02/2021;noFelt;90;72;458;340;252;205;
02/02/2021;noFelt;90;73,6;435;327;252;196;
02/02/2021;noFelt;90;75,2;439;346;250;204;
02/02/2021;noFelt;90;76,8;443;330;250;200;
02/02/2021;noFelt;90;78,4;425;331;255;197;
02/02/2021;noFelt;90;80;416;335;245;199;
02/02/2021;noFelt;90;81,6;417;322;255;196;
02/02/2021;noFelt;90;83,2;387;319;249;190;
02/02/2021;noFelt;90;84,8;379;319;242;193;
02/02/2021;noFelt;90;86,4;372;306;248;188;
02/02/2021;noFelt;90;88;343;304;240;185;
02/02/2021;noFelt;90;89,6;335;306;238;188;
02/02/2021;noFelt;90;91,2;326;293;244;182;
02/02/2021;noFelt;90;92,8;308;301;241;187;
02/02/2021;noFelt;90;94,4;305;301;241;189;
02/02/2021;noFelt;90;96;291;285;245;182;
02/02/2021;noFelt;90;97,6;273;287;238;184;
02/02/2021;noFelt;90;99,2;270;285;240;184;
02/02/2021;noFelt;90;100,8;252;272;239;178;
02/02/2021;noFelt;90;102,4;238;278;234;184;
02/02/2021;noFelt;95;1,6;57;218;203;172;
02/02/2021;noFelt;95;3,2;75;213;200;175;
02/02/2021;noFelt;95;4,8;111;223;209;170;
02/02/2021;noFelt;95;6,4;135;221;206;174;
02/02/2021;noFelt;95;8;141;220;208;176;
02/02/2021;noFelt;95;9,6;158;229;211;172;
02/02/2021;noFelt;95;11,2;174;225;208;177;
02/02/2021;noFelt;95;12,8;182;234;216;177;
02/02/2021;noFelt;95;14,4;204;245;221;179;
02/02/2021;noFelt;95;16;208;237;213;184;
02/02/2021;noFelt;95;17,6;217;252;225;184;
02/02/2021;noFelt;95;19,2;236;253;222;184;
02/02/2021;noFelt;95;20,8;243;255;224;190;
02/02/2021;noFelt;95;22,4;251;269;234;185;
02/02/2021;noFelt;95;24;271;270;232;189;
02/02/2021;noFelt;95;25,6;276;276;238;194;
02/02/2021;noFelt;95;27,2;297;294;247;193;
02/02/2021;noFelt;95;28,8;309;286;238;197;
02/02/2021;noFelt;95;30,4;308;292;244;196;
02/02/2021;noFelt;95;32;329;302;244;194;
02/02/2021;noFelt;95;33,6;344;296;239;199;
02/02/2021;noFelt;95;35,2;344;304;248;195;
02/02/2021;noFelt;95;36,8;367;312;245;195;
02/02/2021;noFelt;95;38,4;373;305;242;199;
02/02/2021;noFelt;95;40;376;317;252;195;
02/02/2021;noFelt;95;41,6;400;321;247;197;
02/02/2021;noFelt;95;43,2;402;319;251;203;
02/02/2021;noFelt;95;44,8;394;326;254;195;
02/02/2021;noFelt;95;46,4;415;329;248;201;
02/02/2021;noFelt;95;48;412;325;255;203;
02/02/2021;noFelt;95;49,6;404;335;253;197;
02/02/2021;noFelt;95;51,2;419;330;248;203;
02/02/2021;noFelt;95;52,8;409;324;253;202;
02/02/2021;noFelt;95;54,4;404;334;255;199;
02/02/2021;noFelt;95;56;411;322;243;200;
02/02/2021;noFelt;95;57,6;409;326;256;201;
02/02/2021;noFelt;95;59,2;410;336;252;199;
02/02/2021;noFelt;95;60,8;413;321;242;200;
02/02/2021;noFelt;95;62,4;401;319;250;194;
02/02/2021;noFelt;95;64;410;334;246;197;
02/02/2021;noFelt;95;65,6;423;324;247;200;
02/02/2021;noFelt;95;67,2;411;324;253;195;
02/02/2021;noFelt;95;68,8;421;329;244;199;
02/02/2021;noFelt;95;70,4;438;327;254;203;
02/02/2021;noFelt;95;72;419;327;251;196;
02/02/2021;noFelt;95;73,6;424;324;240;198;
02/02/2021;noFelt;95;75,2;430;321;252;199;
02/02/2021;noFelt;95;76,8;409;321;245;194;
02/02/2021;noFelt;95;78,4;424;326;245;201;
02/02/2021;noFelt;95;80;402;309;250;191;
02/02/2021;noFelt;95;81,6;388;320;246;192;
02/02/2021;noFelt;95;83,2;389;311;242;191;
02/02/2021;noFelt;95;84,8;364;299;246;182;
02/02/2021;noFelt;95;86,4;348;306;238;183;
02/02/2021;noFelt;95;88;345;294;237;183;
02/02/2021;noFelt;95;89,6;322;287;240;178;
02/02/2021;noFelt;95;91,2;307;293;233;183;
02/02/2021;noFelt;95;92,8;314;288;242;184;
02/02/2021;noFelt;95;94,4;292;282;242;180;
02/02/2021;noFelt;95;96;279;285;234;183;
02/02/2021;noFelt;95;97,6;277;275;240;178;
02/02/2021;noFelt;95;99,2;255;270;237;175;
02/02/2021;noFelt;95;100,8;246;272;230;177;
02/02/2021;noFelt;95;102,4;239;261;238;171;
02/02/2021;BlackFelt;5;1,6;0;0;1;0;
02/02/2021;BlackFelt;5;3,2;0;0;1;0;
02/02/2021;BlackFelt;5;4,8;0;0;1;1;
02/02/2021;BlackFelt;5;6,4;2;1;8;1;
02/02/2021;BlackFelt;5;8;33;15;106;39;
02/02/2021;BlackFelt;5;9,6;100;140;119;82;
02/02/2021;BlackFelt;5;11,2;122;157;119;84;
02/02/2021;BlackFelt;5;12,8;140;158;121;83;
02/02/2021;BlackFelt;5;14,4;150;166;128;87;
02/02/2021;BlackFelt;5;16;157;170;124;86;
02/02/2021;BlackFelt;5;17,6;174;172;128;86;
02/02/2021;BlackFelt;5;19,2;178;179;132;90;
02/02/2021;BlackFelt;5;20,8;193;186;132;90;
02/02/2021;BlackFelt;5;22,4;206;186;137;90;
02/02/2021;BlackFelt;5;24;213;196;140;94;
02/02/2021;BlackFelt;5;25,6;234;201;140;94;
02/02/2021;BlackFelt;5;27,2;247;204;148;97;
02/02/2021;BlackFelt;5;28,8;251;212;145;97;
02/02/2021;BlackFelt;5;30,4;271;209;145;95;
02/02/2021;BlackFelt;5;32;276;213;151;98;
02/02/2021;BlackFelt;5;33,6;286;220;147;98;
02/02/2021;BlackFelt;5;35,2;302;216;150;96;
02/02/2021;BlackFelt;5;36,8;305;223;154;100;
02/02/2021;BlackFelt;5;38,4;317;227;151;99;
02/02/2021;BlackFelt;5;40;331;225;155;98;
02/02/2021;BlackFelt;5;41,6;330;233;157;102;
02/02/2021;BlackFelt;5;43,2;342;237;156;101;
02/02/2021;BlackFelt;5;44,8;342;232;159;101;
02/02/2021;BlackFelt;5;46,4;339;243;160;104;
02/02/2021;BlackFelt;5;48;350;243;159;103;
02/02/2021;BlackFelt;5;49,6;345;240;163;104;
02/02/2021;BlackFelt;5;51,2;337;247;160;104;
02/02/2021;BlackFelt;5;52,8;343;243;159;102;
02/02/2021;BlackFelt;5;54,4;341;243;164;105;
02/02/2021;BlackFelt;5;56;325;244;157;102;
02/02/2021;BlackFelt;5;57,6;339;243;161;103;
02/02/2021;BlackFelt;5;59,2;335;245;165;107;
02/02/2021;BlackFelt;5;60,8;321;242;157;103;
02/02/2021;BlackFelt;5;62,4;324;236;160;102;
02/02/2021;BlackFelt;5;64;321;242;162;106;
02/02/2021;BlackFelt;5;65,6;317;242;159;104;
02/02/2021;BlackFelt;5;67,2;321;237;163;104;
02/02/2021;BlackFelt;5;68,8;309;240;160;105;
02/02/2021;BlackFelt;5;70,4;312;241;161;105;
02/02/2021;BlackFelt;5;72;308;235;163;105;
02/02/2021;BlackFelt;5;73,6;294;234;156;104;
02/02/2021;BlackFelt;5;75,2;296;232;158;104;
02/02/2021;BlackFelt;5;76,8;290;229;159;105;
02/02/2021;BlackFelt;5;78,4;281;232;156;104;
02/02/2021;BlackFelt;5;80;274;221;155;101;
02/02/2021;BlackFelt;5;81,6;267;223;156;105;
02/02/2021;BlackFelt;5;83,2;250;216;149;101;
02/02/2021;BlackFelt;5;84,8;241;207;150;99;
02/02/2021;BlackFelt;5;86,4;230;207;147;101;
02/02/2021;BlackFelt;5;88;215;199;141;96;
02/02/2021;BlackFelt;5;89,6;208;194;144;97;
02/02/2021;BlackFelt;5;91,2;196;194;140;97;
02/02/2021;BlackFelt;5;92,8;189;190;140;96;
02/02/2021;BlackFelt;5;94,4;180;184;141;97;
02/02/2021;BlackFelt;5;96;167;183;136;96;
02/02/2021;BlackFelt;5;97,6;156;174;134;94;
02/02/2021;BlackFelt;5;99,2;147;171;136;95;
02/02/2021;BlackFelt;5;100,8;133;167;129;93;
02/02/2021;BlackFelt;5;102,4;126;161;130;92;
02/02/2021;BlackFelt;10;1,6;0;0;1;0;
02/02/2021;BlackFelt;10;3,2;0;0;1;0;
02/02/2021;BlackFelt;10;4,8;0;0;2;0;
02/02/2021;BlackFelt;10;6,4;0;1;53;1;
02/02/2021;BlackFelt;10;8;1;3;119;2;
02/02/2021;BlackFelt;10;9,6;18;69;119;38;
02/02/2021;BlackFelt;10;11,2;129;155;125;82;
02/02/2021;BlackFelt;10;12,8;153;165;125;86;
02/02/2021;BlackFelt;10;14,4;170;175;128;90;
02/02/2021;BlackFelt;10;16;174;172;131;86;
02/02/2021;BlackFelt;10;17,6;196;183;131;90;
02/02/2021;BlackFelt;10;19,2;204;187;134;91;
02/02/2021;BlackFelt;10;20,8;217;189;140;91;
02/02/2021;BlackFelt;10;22,4;238;201;138;95;
02/02/2021;BlackFelt;10;24;246;202;144;95;
02/02/2021;BlackFelt;10;25,6;265;208;147;96;
02/02/2021;BlackFelt;10;27,2;291;221;148;102;
02/02/2021;BlackFelt;10;28,8;293;215;152;98;
02/02/2021;BlackFelt;10;30,4;311;220;151;99;
02/02/2021;BlackFelt;10;32;327;226;151;101;
02/02/2021;BlackFelt;10;33,6;333;223;156;99;
02/02/2021;BlackFelt;10;35,2;353;231;153;101;
02/02/2021;BlackFelt;10;36,8;366;234;156;102;
02/02/2021;BlackFelt;10;38,4;368;232;160;100;
02/02/2021;BlackFelt;10;40;388;242;157;104;
02/02/2021;BlackFelt;10;41,6;392;242;161;103;
02/02/2021;BlackFelt;10;43,2;397;245;166;103;
02/02/2021;BlackFelt;10;44,8;406;251;160;105;
02/02/2021;BlackFelt;10;46,4;405;249;167;104;
02/02/2021;BlackFelt;10;48;406;255;168;106;
02/02/2021;BlackFelt;10;49,6;413;258;164;107;
02/02/2021;BlackFelt;10;51,2;403;253;170;105;
02/02/2021;BlackFelt;10;52,8;399;256;168;105;
02/02/2021;BlackFelt;10;54,4;407;261;166;108;
02/02/2021;BlackFelt;10;56;389;249;168;103;
02/02/2021;BlackFelt;10;57,6;394;260;167;107;
02/02/2021;BlackFelt;10;59,2;402;260;168;108;
02/02/2021;BlackFelt;10;60,8;385;249;168;103;
02/02/2021;BlackFelt;10;62,4;387;256;164;106;
02/02/2021;BlackFelt;10;64;395;254;168;107;
02/02/2021;BlackFelt;10;65,6;383;252;169;105;
02/02/2021;BlackFelt;10;67,2;387;258;166;108;
02/02/2021;BlackFelt;10;68,8;386;249;169;105;
02/02/2021;BlackFelt;10;70,4;386;255;170;108;
02/02/2021;BlackFelt;10;72;383;253;166;109;
02/02/2021;BlackFelt;10;73,6;371;241;167;104;
02/02/2021;BlackFelt;10;75,2;367;248;166;107;
02/02/2021;BlackFelt;10;76,8;362;244;163;106;
02/02/2021;BlackFelt;10;78,4;356;239;168;105;
02/02/2021;BlackFelt;10;80;341;239;160;105;
02/02/2021;BlackFelt;10;81,6;337;235;162;105;
02/02/2021;BlackFelt;10;83,2;315;225;160;102;
02/02/2021;BlackFelt;10;84,8;301;225;154;103;
02/02/2021;BlackFelt;10;86,4;290;216;155;101;
02/02/2021;BlackFelt;10;88;271;209;151;98;
02/02/2021;BlackFelt;10;89,6;259;209;147;100;
02/02/2021;BlackFelt;10;91,2;249;200;149;97;
02/02/2021;BlackFelt;10;92,8;236;201;148;98;
02/02/2021;BlackFelt;10;94,4;223;199;145;100;
02/02/2021;BlackFelt;10;96;210;188;146;96;
02/02/2021;BlackFelt;10;97,6;193;186;141;96;
02/02/2021;BlackFelt;10;99,2;183;182;139;97;
02/02/2021;BlackFelt;10;100,8;169;173;139;93;
02/02/2021;BlackFelt;10;102,4;158;174;135;95;
02/02/2021;BlackFelt;20;1,6;0;0;0;17;
02/02/2021;BlackFelt;20;3,2;0;0;0;18;
02/02/2021;BlackFelt;20;4,8;1;1;0;11;
02/02/2021;BlackFelt;20;6,4;1;3;1;70;
02/02/2021;BlackFelt;20;8;1;113;6;84;
02/02/2021;BlackFelt;20;9,6;2;176;81;88;
02/02/2021;BlackFelt;20;11,2;58;178;131;92;
02/02/2021;BlackFelt;20;12,8;197;191;134;90;
02/02/2021;BlackFelt;20;14,4;218;197;137;94;
02/02/2021;BlackFelt;20;16;240;196;141;94;
02/02/2021;BlackFelt;20;17,6;257;212;141;94;
02/02/2021;BlackFelt;20;19,2;272;211;145;97;
02/02/2021;BlackFelt;20;20,8;304;220;151;98;
02/02/2021;BlackFelt;20;22,4;315;231;149;98;
02/02/2021;BlackFelt;20;24;338;231;156;103;
02/02/2021;BlackFelt;20;25,6;376;243;160;103;
02/02/2021;BlackFelt;20;27,2;393;254;161;105;
02/02/2021;BlackFelt;20;28,8;415;249;165;107;
02/02/2021;BlackFelt;20;30,4;442;261;163;104;
02/02/2021;BlackFelt;20;32;450;262;164;107;
02/02/2021;BlackFelt;20;33,6;479;262;170;107;
02/02/2021;BlackFelt;20;35,2;501;274;166;105;
02/02/2021;BlackFelt;20;36,8;508;273;170;109;
02/02/2021;BlackFelt;20;38,4;537;276;174;108;
02/02/2021;BlackFelt;20;40;550;289;171;107;
02/02/2021;BlackFelt;20;41,6;555;285;177;112;
02/02/2021;BlackFelt;20;43,2;590;294;180;111;
02/02/2021;BlackFelt;20;44,8;579;299;175;109;
02/02/2021;BlackFelt;20;46,4;582;295;183;114;
02/02/2021;BlackFelt;20;48;611;307;183;112;
02/02/2021;BlackFelt;20;49,6;590;307;180;112;
02/02/2021;BlackFelt;20;51,2;588;303;186;114;
02/02/2021;BlackFelt;20;52,8;605;309;183;112;
02/02/2021;BlackFelt;20;54,4;595;316;182;113;
02/02/2021;BlackFelt;20;56;575;300;184;112;
02/02/2021;BlackFelt;20;57,6;604;315;184;112;
02/02/2021;BlackFelt;20;59,2;591;316;185;115;
02/02/2021;BlackFelt;20;60,8;579;304;185;112;
02/02/2021;BlackFelt;20;62,4;591;311;180;110;
02/02/2021;BlackFelt;20;64;583;311;185;115;
02/02/2021;BlackFelt;20;65,6;589;306;186;113;
02/02/2021;BlackFelt;20;67,2;598;315;182;112;
02/02/2021;BlackFelt;20;68,8;582;308;186;114;
02/02/2021;BlackFelt;20;70,4;601;311;187;114;
02/02/2021;BlackFelt;20;72;590;312;183;114;
02/02/2021;BlackFelt;20;73,6;569;299;184;113;
02/02/2021;BlackFelt;20;75,2;582;301;182;112;
02/02/2021;BlackFelt;20;76,8;570;303;180;113;
02/02/2021;BlackFelt;20;78,4;559;295;184;113;
02/02/2021;BlackFelt;20;80;549;290;176;110;
02/02/2021;BlackFelt;20;81,6;534;293;179;113;
02/02/2021;BlackFelt;20;83,2;506;278;175;109;
02/02/2021;BlackFelt;20;84,8;492;275;169;106;
02/02/2021;BlackFelt;20;86,4;465;271;171;109;
02/02/2021;BlackFelt;20;88;435;257;165;104;
02/02/2021;BlackFelt;20;89,6;419;258;161;104;
02/02/2021;BlackFelt;20;91,2;393;251;165;105;
02/02/2021;BlackFelt;20;92,8;376;246;162;103;
02/02/2021;BlackFelt;20;94,4;360;246;159;104;
02/02/2021;BlackFelt;20;96;331;236;160;103;
02/02/2021;BlackFelt;20;97,6;309;227;154;100;
02/02/2021;BlackFelt;20;99,2;293;227;153;101;
02/02/2021;BlackFelt;20;100,8;268;214;153;100;
02/02/2021;BlackFelt;20;102,4;256;212;148;98;
02/02/2021;BlackFelt;30;1,6;0;0;0;2;
02/02/2021;BlackFelt;30;3,2;0;0;0;2;
02/02/2021;BlackFelt;30;4,8;1;1;0;1;
02/02/2021;BlackFelt;30;6,4;1;10;0;1;
02/02/2021;BlackFelt;30;8;1;165;0;1;
02/02/2021;BlackFelt;30;9,6;3;189;1;4;
02/02/2021;BlackFelt;30;11,2;91;194;3;57;
02/02/2021;BlackFelt;30;12,8;227;199;54;96;
02/02/2021;BlackFelt;30;14,4;257;216;145;98;
02/02/2021;BlackFelt;30;16;263;213;145;97;
02/02/2021;BlackFelt;30;17,6;293;222;151;101;
02/02/2021;BlackFelt;30;19,2;315;234;156;99;
02/02/2021;BlackFelt;30;20,8;331;236;155;103;
02/02/2021;BlackFelt;30;22,4;365;245;161;105;
02/02/2021;BlackFelt;30;24;385;257;164;104;
02/02/2021;BlackFelt;30;25,6;408;259;165;109;
02/02/2021;BlackFelt;30;27,2;454;276;175;110;
02/02/2021;BlackFelt;30;28,8;463;275;171;108;
02/02/2021;BlackFelt;30;30,4;481;275;171;112;
02/02/2021;BlackFelt;30;32;523;290;178;110;
02/02/2021;BlackFelt;30;33,6;529;288;174;111;
02/02/2021;BlackFelt;30;35,2;551;291;177;114;
02/02/2021;BlackFelt;30;36,8;585;306;183;111;
02/02/2021;BlackFelt;30;38,4;586;302;178;113;
02/02/2021;BlackFelt;30;40;612;309;184;115;
02/02/2021;BlackFelt;30;41,6;636;321;187;113;
02/02/2021;BlackFelt;30;43,2;636;319;185;118;
02/02/2021;BlackFelt;30;44,8;650;322;190;116;
02/02/2021;BlackFelt;30;46,4;666;335;190;115;
02/02/2021;BlackFelt;30;48;662;332;190;121;
02/02/2021;BlackFelt;30;49,6;672;337;194;117;
02/02/2021;BlackFelt;30;51,2;674;342;191;117;
02/02/2021;BlackFelt;30;52,8;660;336;190;121;
02/02/2021;BlackFelt;30;54,4;677;342;197;118;
02/02/2021;BlackFelt;30;56;661;338;188;115;
02/02/2021;BlackFelt;30;57,6;665;339;193;121;
02/02/2021;BlackFelt;30;59,2;684;349;198;118;
02/02/2021;BlackFelt;30;60,8;663;341;188;117;
02/02/2021;BlackFelt;30;62,4;657;336;192;118;
02/02/2021;BlackFelt;30;64;680;346;194;116;
02/02/2021;BlackFelt;30;65,6;671;344;190;120;
02/02/2021;BlackFelt;30;67,2;669;338;196;119;
02/02/2021;BlackFelt;30;68,8;680;346;191;116;
02/02/2021;BlackFelt;30;70,4;682;345;194;123;
02/02/2021;BlackFelt;30;72;672;339;196;118;
02/02/2021;BlackFelt;30;73,6;667;338;187;115;
02/02/2021;BlackFelt;30;75,2;661;334;190;121;
02/02/2021;BlackFelt;30;76,8;652;329;191;115;
02/02/2021;BlackFelt;30;78,4;651;336;186;118;
02/02/2021;BlackFelt;30;80;619;320;186;117;
02/02/2021;BlackFelt;30;81,6;613;321;186;115;
02/02/2021;BlackFelt;30;83,2;584;317;178;115;
02/02/2021;BlackFelt;30;84,8;554;301;179;113;
02/02/2021;BlackFelt;30;86,4;537;298;175;110;
02/02/2021;BlackFelt;30;88;506;291;168;111;
02/02/2021;BlackFelt;30;89,6;478;280;172;109;
02/02/2021;BlackFelt;30;91,2;458;280;167;106;
02/02/2021;BlackFelt;30;92,8;440;278;167;111;
02/02/2021;BlackFelt;30;94,4;410;267;169;107;
02/02/2021;BlackFelt;30;96;389;266;161;105;
02/02/2021;BlackFelt;30;97,6;363;257;159;108;
02/02/2021;BlackFelt;30;99,2;336;248;161;104;
02/02/2021;BlackFelt;30;100,8;318;246;153;103;
02/02/2021;BlackFelt;30;102,4;298;238;156;104;
02/02/2021;BlackFelt;40;1,6;0;0;0;12;
02/02/2021;BlackFelt;40;3,2;0;0;0;7;
02/02/2021;BlackFelt;40;4,8;0;1;0;2;
02/02/2021;BlackFelt;40;6,4;0;4;0;1;
02/02/2021;BlackFelt;40;8;1;62;2;1;
02/02/2021;BlackFelt;40;9,6;5;169;31;1;
02/02/2021;BlackFelt;40;11,2;151;197;123;1;
02/02/2021;BlackFelt;40;12,8;237;209;149;6;
02/02/2021;BlackFelt;40;14,4;254;221;151;93;
02/02/2021;BlackFelt;40;16;270;217;151;98;
02/02/2021;BlackFelt;40;17,6;296;233;159;104;
02/02/2021;BlackFelt;40;19,2;303;236;156;103;
02/02/2021;BlackFelt;40;20,8;331;241;163;104;
02/02/2021;BlackFelt;40;22,4;355;257;167;109;
02/02/2021;BlackFelt;40;24;368;259;166;107;
02/02/2021;BlackFelt;40;25,6;407;268;176;110;
02/02/2021;BlackFelt;40;27,2;434;284;178;115;
02/02/2021;BlackFelt;40;28,8;441;279;176;111;
02/02/2021;BlackFelt;40;30,4;476;288;183;114;
02/02/2021;BlackFelt;40;32;493;298;180;114;
02/02/2021;BlackFelt;40;33,6;508;294;182;112;
02/02/2021;BlackFelt;40;35,2;545;304;188;117;
02/02/2021;BlackFelt;40;36,8;553;311;184;115;
02/02/2021;BlackFelt;40;38,4;570;308;188;115;
02/02/2021;BlackFelt;40;40;606;324;192;119;
02/02/2021;BlackFelt;40;41,6;604;326;189;117;
02/02/2021;BlackFelt;40;43,2;627;327;198;119;
02/02/2021;BlackFelt;40;44,8;642;334;195;121;
02/02/2021;BlackFelt;40;46,4;634;339;194;118;
02/02/2021;BlackFelt;40;48;656;340;204;122;
02/02/2021;BlackFelt;40;49,6;658;347;197;122;
02/02/2021;BlackFelt;40;51,2;641;344;197;119;
02/02/2021;BlackFelt;40;52,8;652;342;204;122;
02/02/2021;BlackFelt;40;54,4;663;356;200;123;
02/02/2021;BlackFelt;40;56;630;341;195;117;
02/02/2021;BlackFelt;40;57,6;658;349;206;124;
02/02/2021;BlackFelt;40;59,2;661;359;200;122;
02/02/2021;BlackFelt;40;60,8;632;341;198;118;
02/02/2021;BlackFelt;40;62,4;651;342;201;122;
02/02/2021;BlackFelt;40;64;652;354;197;119;
02/02/2021;BlackFelt;40;65,6;645;344;203;120;
02/02/2021;BlackFelt;40;67,2;663;347;201;122;
02/02/2021;BlackFelt;40;68,8;648;349;196;118;
02/02/2021;BlackFelt;40;70,4;660;348;207;123;
02/02/2021;BlackFelt;40;72;666;348;198;122;
02/02/2021;BlackFelt;40;73,6;637;340;194;116;
02/02/2021;BlackFelt;40;75,2;644;336;202;122;
02/02/2021;BlackFelt;40;76,8;642;338;192;118;
02/02/2021;BlackFelt;40;78,4;624;335;196;118;
02/02/2021;BlackFelt;40;80;606;322;194;119;
02/02/2021;BlackFelt;40;81,6;602;328;189;116;
02/02/2021;BlackFelt;40;83,2;566;314;189;114;
02/02/2021;BlackFelt;40;84,8;546;301;185;115;
02/02/2021;BlackFelt;40;86,4;528;306;178;111;
