Date;Plant;X;Y;Z_Tip-105.4cm;Z_Tip-91.5cm
03/05/2021;P3;-25;52,8;110;
03/05/2021;P3;-25;54,4;105;
03/05/2021;P3;-25;56;108;
03/05/2021;P3;-25;57,6;122;
03/05/2021;P3;-25;59,2;122;
03/05/2021;P3;-25;60,8;119;
03/05/2021;P3;-25;62,4;119;
03/05/2021;P3;-25;64;125;
03/05/2021;P3;-25;65,6;135;
03/05/2021;P3;-25;67,2;126;
03/05/2021;P3;-25;68,8;108;
03/05/2021;P3;-25;70,4;112;
03/05/2021;P3;-25;72;110;
03/05/2021;P3;-25;73,6;109;
03/05/2021;P3;-25;75,2;106;
03/05/2021;P3;-25;76,8;96;
03/05/2021;P3;-25;78,4;100;
03/05/2021;P3;-25;80;100;
03/05/2021;P3;-25;81,6;101;
03/05/2021;P3;-25;83,2;108;
03/05/2021;P3;-25;84,8;103;
03/05/2021;P3;-25;86,4;98;
03/05/2021;P3;-25;88;99;
03/05/2021;P3;-25;89,6;98;
03/05/2021;P3;-25;91,2;101;
03/05/2021;P3;-25;92,8;109;
03/05/2021;P3;-25;94,4;112;
03/05/2021;P3;-25;96;116;
03/05/2021;P3;-25;97,6;117;
03/05/2021;P3;-25;99,2;117;
03/05/2021;P3;-25;100,8;121;
03/05/2021;P3;-25;102,4;130;
03/05/2021;P3;-20;1,6;141;
03/05/2021;P3;-20;3,2;140;
03/05/2021;P3;-20;4,8;130;
03/05/2021;P3;-20;6,4;120;
03/05/2021;P3;-20;8;116;
03/05/2021;P3;-20;9,6;113;
03/05/2021;P3;-20;11,2;119;
03/05/2021;P3;-20;12,8;123;
03/05/2021;P3;-20;14,4;114;
03/05/2021;P3;-20;16;114;
03/05/2021;P3;-20;17,6;103;
03/05/2021;P3;-20;19,2;89;
03/05/2021;P3;-20;20,8;88;
03/05/2021;P3;-20;22,4;87;
03/05/2021;P3;-20;24;91;
03/05/2021;P3;-20;25,6;108;
03/05/2021;P3;-20;27,2;121;
03/05/2021;P3;-20;28,8;122;
03/05/2021;P3;-20;30,4;116;
03/05/2021;P3;-20;32;114;
03/05/2021;P3;-20;33,6;116;
03/05/2021;P3;-20;35,2;113;
03/05/2021;P3;-20;36,8;106;
03/05/2021;P3;-20;38,4;107;
03/05/2021;P3;-20;40;105;
03/05/2021;P3;-20;41,6;108;
03/05/2021;P3;-20;43,2;105;
03/05/2021;P3;-20;44,8;100;
03/05/2021;P3;-20;46,4;100;
03/05/2021;P3;-20;48;106;
03/05/2021;P3;-20;49,6;101;
03/05/2021;P3;-20;51,2;106;
03/05/2021;P3;-20;52,8;104;
03/05/2021;P3;-20;54,4;100;
03/05/2021;P3;-20;56;102;
03/05/2021;P3;-20;57,6;104;
03/05/2021;P3;-20;59,2;98;
03/05/2021;P3;-20;60,8;106;
03/05/2021;P3;-20;62,4;113;
03/05/2021;P3;-20;64;118;
03/05/2021;P3;-20;65,6;113;
03/05/2021;P3;-20;67,2;100;
03/05/2021;P3;-20;68,8;102;
03/05/2021;P3;-20;70,4;104;
03/05/2021;P3;-20;72;105;
03/05/2021;P3;-20;73,6;102;
03/05/2021;P3;-20;75,2;102;
03/05/2021;P3;-20;76,8;105;
03/05/2021;P3;-20;78,4;110;
03/05/2021;P3;-20;80;102;
03/05/2021;P3;-20;81,6;102;
03/05/2021;P3;-20;83,2;105;
03/05/2021;P3;-20;84,8;104;
03/05/2021;P3;-20;86,4;105;
03/05/2021;P3;-20;88;108;
03/05/2021;P3;-20;89,6;108;
03/05/2021;P3;-20;91,2;111;
03/05/2021;P3;-20;92,8;117;
03/05/2021;P3;-20;94,4;116;
03/05/2021;P3;-20;96;118;
03/05/2021;P3;-20;97,6;119;
03/05/2021;P3;-20;99,2;123;
03/05/2021;P3;-20;100,8;127;
03/05/2021;P3;-20;102,4;128;
03/05/2021;P3;-15;1,6;130;
03/05/2021;P3;-15;3,2;127;
03/05/2021;P3;-15;4,8;129;
03/05/2021;P3;-15;6,4;120;
03/05/2021;P3;-15;8;113;
03/05/2021;P3;-15;9,6;115;
03/05/2021;P3;-15;11,2;108;
03/05/2021;P3;-15;12,8;107;
03/05/2021;P3;-15;14,4;98;
03/05/2021;P3;-15;16;91;
03/05/2021;P3;-15;17,6;103;
03/05/2021;P3;-15;19,2;112;
03/05/2021;P3;-15;20,8;100;
03/05/2021;P3;-15;22,4;88;
03/05/2021;P3;-15;24;89;
03/05/2021;P3;-15;25,6;90;
03/05/2021;P3;-15;27,2;93;
03/05/2021;P3;-15;28,8;87;
03/05/2021;P3;-15;30,4;91;
03/05/2021;P3;-15;32;104;
03/05/2021;P3;-15;33,6;98;
03/05/2021;P3;-15;35,2;88;
03/05/2021;P3;-15;36,8;54;
03/05/2021;P3;-15;38,4;48;
03/05/2021;P3;-15;40;70;
03/05/2021;P3;-15;41,6;95;
03/05/2021;P3;-15;43,2;95;
03/05/2021;P3;-15;44,8;78;
03/05/2021;P3;-15;46,4;72;
03/05/2021;P3;-15;48;87;
03/05/2021;P3;-15;49,6;93;
03/05/2021;P3;-15;51,2;93;
03/05/2021;P3;-15;52,8;93;
03/05/2021;P3;-15;54,4;95;
03/05/2021;P3;-15;56;88;
03/05/2021;P3;-15;57,6;90;
03/05/2021;P3;-15;59,2;99;
03/05/2021;P3;-15;60,8;105;
03/05/2021;P3;-15;62,4;113;
03/05/2021;P3;-15;64;99;
03/05/2021;P3;-15;65,6;90;
03/05/2021;P3;-15;67,2;93;
03/05/2021;P3;-15;68,8;100;
03/05/2021;P3;-15;70,4;103;
03/05/2021;P3;-15;72;105;
03/05/2021;P3;-15;73,6;98;
03/05/2021;P3;-15;75,2;95;
03/05/2021;P3;-15;76,8;97;
03/05/2021;P3;-15;78,4;95;
03/05/2021;P3;-15;80;86;
03/05/2021;P3;-15;81,6;82;
03/05/2021;P3;-15;83,2;74;
03/05/2021;P3;-15;84,8;78;
03/05/2021;P3;-15;86,4;89;
03/05/2021;P3;-15;88;100;
03/05/2021;P3;-15;89,6;108;
03/05/2021;P3;-15;91,2;112;
03/05/2021;P3;-15;92,8;119;
03/05/2021;P3;-15;94,4;123;
03/05/2021;P3;-15;96;123;
03/05/2021;P3;-15;97,6;132;
03/05/2021;P3;-15;99,2;132;
03/05/2021;P3;-15;100,8;129;
03/05/2021;P3;-15;102,4;134;
03/05/2021;P3;-9;1,6;110;
03/05/2021;P3;-9;3,2;104;
03/05/2021;P3;-9;4,8;97;
03/05/2021;P3;-9;6,4;91;
03/05/2021;P3;-9;8;91;
03/05/2021;P3;-9;9,6;90;
03/05/2021;P3;-9;11,2;89;
03/05/2021;P3;-9;12,8;86;
03/05/2021;P3;-9;14,4;81;
03/05/2021;P3;-9;16;77;
03/05/2021;P3;-9;17,6;78;
03/05/2021;P3;-9;19,2;79;
03/05/2021;P3;-9;20,8;81;
03/05/2021;P3;-9;22,4;75;
03/05/2021;P3;-9;24;72;
03/05/2021;P3;-9;25,6;86;
03/05/2021;P3;-9;27,2;90;
03/05/2021;P3;-9;28,8;81;
03/05/2021;P3;-9;30,4;77;
03/05/2021;P3;-9;32;70;
03/05/2021;P3;-9;33,6;53;
03/05/2021;P3;-9;35,2;48;
03/05/2021;P3;-9;36,8;49;
03/05/2021;P3;-9;38,4;47;
03/05/2021;P3;-9;40;46;
03/05/2021;P3;-9;41,6;47;
03/05/2021;P3;-9;43,2;50;
03/05/2021;P3;-9;44,8;53;
03/05/2021;P3;-9;46,4;75;
03/05/2021;P3;-9;48;85;
03/05/2021;P3;-9;49,6;71;
03/05/2021;P3;-9;51,2;56;
03/05/2021;P3;-9;52,8;70;
03/05/2021;P3;-9;54,4;70;
03/05/2021;P3;-9;56;67;
03/05/2021;P3;-9;57,6;82;
03/05/2021;P3;-9;59,2;101;
03/05/2021;P3;-9;60,8;101;
03/05/2021;P3;-9;62,4;89;
03/05/2021;P3;-9;64;86;
03/05/2021;P3;-9;65,6;89;
03/05/2021;P3;-9;67,2;87;
03/05/2021;P3;-9;68,8;81;
03/05/2021;P3;-9;70,4;83;
03/05/2021;P3;-9;72;77;
03/05/2021;P3;-9;73,6;69;
03/05/2021;P3;-9;75,2;69;
03/05/2021;P3;-9;76,8;68;
03/05/2021;P3;-9;78,4;69;
03/05/2021;P3;-9;80;71;
03/05/2021;P3;-9;81,6;76;
03/05/2021;P3;-9;83,2;86;
03/05/2021;P3;-9;84,8;96;
03/05/2021;P3;-9;86,4;99;
03/05/2021;P3;-9;88;101;
03/05/2021;P3;-9;89,6;102;
03/05/2021;P3;-9;91,2;99;
03/05/2021;P3;-9;92,8;104;
03/05/2021;P3;-9;94,4;108;
03/05/2021;P3;-9;96;112;
03/05/2021;P3;-9;97,6;122;
03/05/2021;P3;-9;99,2;127;
03/05/2021;P3;-9;100,8;132;
03/05/2021;P3;-9;102,4;137;
03/05/2021;P3;-5;1,6;100;
03/05/2021;P3;-5;3,2;91;
03/05/2021;P3;-5;4,8;84;
03/05/2021;P3;-5;6,4;81;
03/05/2021;P3;-5;8;77;
03/05/2021;P3;-5;9,6;77;
03/05/2021;P3;-5;11,2;75;
03/05/2021;P3;-5;12,8;70;
03/05/2021;P3;-5;14,4;69;
03/05/2021;P3;-5;16;66;
03/05/2021;P3;-5;17,6;67;
03/05/2021;P3;-5;19,2;70;
03/05/2021;P3;-5;20,8;67;
03/05/2021;P3;-5;22,4;67;
03/05/2021;P3;-5;24;72;
03/05/2021;P3;-5;25,6;74;
03/05/2021;P3;-5;27,2;74;
03/05/2021;P3;-5;28,8;74;
03/05/2021;P3;-5;30,4;72;
03/05/2021;P3;-5;32;71;
03/05/2021;P3;-5;33,6;59;
03/05/2021;P3;-5;35,2;52;
03/05/2021;P3;-5;36,8;55;
03/05/2021;P3;-5;38,4;51;
03/05/2021;P3;-5;40;51;
03/05/2021;P3;-5;41,6;53;
03/05/2021;P3;-5;43,2;58;
03/05/2021;P3;-5;44,8;60;
03/05/2021;P3;-5;46,4;63;
03/05/2021;P3;-5;48;81;
03/05/2021;P3;-5;49,6;70;
03/05/2021;P3;-5;51,2;57;
03/05/2021;P3;-5;52,8;59;
03/05/2021;P3;-5;54,4;66;
03/05/2021;P3;-5;56;68;
03/05/2021;P3;-5;57,6;80;
03/05/2021;P3;-5;59,2;100;
03/05/2021;P3;-5;60,8;92;
03/05/2021;P3;-5;62,4;84;
03/05/2021;P3;-5;64;84;
03/05/2021;P3;-5;65,6;86;
03/05/2021;P3;-5;67,2;86;
03/05/2021;P3;-5;68,8;84;
03/05/2021;P3;-5;70,4;82;
03/05/2021;P3;-5;72;78;
03/05/2021;P3;-5;73,6;69;
03/05/2021;P3;-5;75,2;69;
03/05/2021;P3;-5;76,8;71;
03/05/2021;P3;-5;78,4;71;
03/05/2021;P3;-5;80;71;
03/05/2021;P3;-5;81,6;82;
03/05/2021;P3;-5;83,2;88;
03/05/2021;P3;-5;84,8;98;
03/05/2021;P3;-5;86,4;101;
03/05/2021;P3;-5;88;99;
03/05/2021;P3;-5;89,6;101;
03/05/2021;P3;-5;91,2;100;
03/05/2021;P3;-5;92,8;103;
03/05/2021;P3;-5;94,4;109;
03/05/2021;P3;-5;96;113;
03/05/2021;P3;-5;97,6;120;
03/05/2021;P3;-5;99,2;129;
03/05/2021;P3;-5;100,8;130;
03/05/2021;P3;-5;102,4;132;
03/05/2021;P3;-2;1,6;98;
03/05/2021;P3;-2;3,2;98;
03/05/2021;P3;-2;4,8;94;
03/05/2021;P3;-2;6,4;84;
03/05/2021;P3;-2;8;79;
03/05/2021;P3;-2;9,6;75;
03/05/2021;P3;-2;11,2;73;
03/05/2021;P3;-2;12,8;74;
03/05/2021;P3;-2;14,4;71;
03/05/2021;P3;-2;16;67;
03/05/2021;P3;-2;17,6;65;
03/05/2021;P3;-2;19,2;63;
03/05/2021;P3;-2;20,8;64;
03/05/2021;P3;-2;22,4;64;
03/05/2021;P3;-2;24;64;
03/05/2021;P3;-2;25,6;67;
03/05/2021;P3;-2;27,2;66;
03/05/2021;P3;-2;28,8;65;
03/05/2021;P3;-2;30,4;72;
03/05/2021;P3;-2;32;66;
03/05/2021;P3;-2;33,6;68;
03/05/2021;P3;-2;35,2;62;
03/05/2021;P3;-2;36,8;67;
03/05/2021;P3;-2;38,4;67;
03/05/2021;P3;-2;40;64;
03/05/2021;P3;-2;41,6;69;
03/05/2021;P3;-2;43,2;62;
03/05/2021;P3;-2;44,8;62;
03/05/2021;P3;-2;46,4;60;
03/05/2021;P3;-2;48;66;
03/05/2021;P3;-2;49,6;57;
03/05/2021;P3;-2;51,2;64;
03/05/2021;P3;-2;52,8;53;
03/05/2021;P3;-2;54,4;49;
03/05/2021;P3;-2;56;59;
03/05/2021;P3;-2;57,6;77;
03/05/2021;P3;-2;59,2;82;
03/05/2021;P3;-2;60,8;80;
03/05/2021;P3;-2;62,4;93;
03/05/2021;P3;-2;64;93;
03/05/2021;P3;-2;65,6;104;
03/05/2021;P3;-2;67,2;97;
03/05/2021;P3;-2;68,8;94;
03/05/2021;P3;-2;70,4;100;
03/05/2021;P3;-2;72;89;
03/05/2021;P3;-2;73,6;83;
03/05/2021;P3;-2;75,2;83;
03/05/2021;P3;-2;76,8;82;
03/05/2021;P3;-2;78,4;99;
03/05/2021;P3;-2;80;100;
03/05/2021;P3;-2;81,6;109;
03/05/2021;P3;-2;83,2;116;
03/05/2021;P3;-2;84,8;110;
03/05/2021;P3;-2;86,4;103;
03/05/2021;P3;-2;88;99;
03/05/2021;P3;-2;89,6;103;
03/05/2021;P3;-2;91,2;106;
03/05/2021;P3;-2;92,8;112;
03/05/2021;P3;-2;94,4;110;
03/05/2021;P3;-2;96;109;
03/05/2021;P3;-2;97,6;111;
03/05/2021;P3;-2;99,2;115;
03/05/2021;P3;-2;100,8;126;
03/05/2021;P3;-2;102,4;138;
03/05/2021;P3;4;1,6;74;
03/05/2021;P3;4;3,2;77;
03/05/2021;P3;4;4,8;81;
03/05/2021;P3;4;6,4;85;
03/05/2021;P3;4;8;87;
03/05/2021;P3;4;9,6;86;
03/05/2021;P3;4;11,2;85;
03/05/2021;P3;4;12,8;84;
03/05/2021;P3;4;14,4;80;
03/05/2021;P3;4;16;78;
03/05/2021;P3;4;17,6;79;
03/05/2021;P3;4;19,2;78;
03/05/2021;P3;4;20,8;88;
03/05/2021;P3;4;22,4;91;
03/05/2021;P3;4;24;96;
03/05/2021;P3;4;25,6;111;
03/05/2021;P3;4;27,2;111;
03/05/2021;P3;4;28,8;105;
03/05/2021;P3;4;30,4;103;
03/05/2021;P3;4;32;92;
03/05/2021;P3;4;33,6;97;
03/05/2021;P3;4;35,2;102;
03/05/2021;P3;4;36,8;104;
03/05/2021;P3;4;38,4;109;
03/05/2021;P3;4;40;104;
03/05/2021;P3;4;41,6;91;
03/05/2021;P3;4;43,2;97;
03/05/2021;P3;4;44,8;97;
03/05/2021;P3;4;46,4;76;
03/05/2021;P3;4;48;80;
03/05/2021;P3;4;49,6;71;
03/05/2021;P3;4;51,2;73;
03/05/2021;P3;4;52,8;67;
03/05/2021;P3;4;54,4;49;
03/05/2021;P3;4;56;53;
03/05/2021;P3;4;57,6;71;
03/05/2021;P3;4;59,2;80;
03/05/2021;P3;4;60,8;86;
03/05/2021;P3;4;62,4;95;
03/05/2021;P3;4;64;93;
03/05/2021;P3;4;65,6;99;
03/05/2021;P3;4;67,2;99;
03/05/2021;P3;4;68,8;96;
03/05/2021;P3;4;70,4;104;
03/05/2021;P3;4;72;101;
03/05/2021;P3;4;73,6;102;
03/05/2021;P3;4;75,2;104;
03/05/2021;P3;4;76,8;100;
03/05/2021;P3;4;78,4;109;
03/05/2021;P3;4;80;105;
03/05/2021;P3;4;81,6;104;
03/05/2021;P3;4;83,2;112;
03/05/2021;P3;4;84,8;110;
03/05/2021;P3;4;86,4;108;
03/05/2021;P3;4;88;106;
03/05/2021;P3;4;89,6;103;
03/05/2021;P3;4;91,2;100;
03/05/2021;P3;4;92,8;102;
03/05/2021;P3;4;94,4;103;
03/05/2021;P3;4;96;110;
03/05/2021;P3;4;97,6;112;
03/05/2021;P3;4;99,2;113;
03/05/2021;P3;4;100,8;116;
03/05/2021;P3;4;102,4;115;
03/05/2021;P3;9;1,6;76;
03/05/2021;P3;9;3,2;76;
03/05/2021;P3;9;4,8;78;
03/05/2021;P3;9;6,4;78;
03/05/2021;P3;9;8;78;
03/05/2021;P3;9;9,6;85;
03/05/2021;P3;9;11,2;89;
03/05/2021;P3;9;12,8;88;
03/05/2021;P3;9;14,4;91;
03/05/2021;P3;9;16;82;
03/05/2021;P3;9;17,6;83;
03/05/2021;P3;9;19,2;86;
03/05/2021;P3;9;20,8;89;
03/05/2021;P3;9;22,4;93;
03/05/2021;P3;9;24;101;
03/05/2021;P3;9;25,6;104;
03/05/2021;P3;9;27,2;111;
03/05/2021;P3;9;28,8;107;
03/05/2021;P3;9;30,4;104;
03/05/2021;P3;9;32;103;
03/05/2021;P3;9;33,6;98;
03/05/2021;P3;9;35,2;94;
03/05/2021;P3;9;36,8;94;
03/05/2021;P3;9;38,4;91;
03/05/2021;P3;9;40;89;
03/05/2021;P3;9;41,6;88;
03/05/2021;P3;9;43,2;88;
03/05/2021;P3;9;44,8;82;
03/05/2021;P3;9;46,4;82;
03/05/2021;P3;9;48;71;
03/05/2021;P3;9;49,6;78;
03/05/2021;P3;9;51,2;78;
03/05/2021;P3;9;52,8;78;
03/05/2021;P3;9;54,4;76;
03/05/2021;P3;9;56;62;
03/05/2021;P3;9;57,6;68;
03/05/2021;P3;9;59,2;75;
03/05/2021;P3;9;60,8;83;
03/05/2021;P3;9;62,4;88;
03/05/2021;P3;9;64;101;
03/05/2021;P3;9;65,6;108;
03/05/2021;P3;9;67,2;115;
03/05/2021;P3;9;68,8;111;
03/05/2021;P3;9;70,4;112;
03/05/2021;P3;9;72;120;
03/05/2021;P3;9;73,6;118;
03/05/2021;P3;9;75,2;114;
03/05/2021;P3;9;76,8;123;
03/05/2021;P3;9;78,4;130;
03/05/2021;P3;9;80;121;
03/05/2021;P3;9;81,6;126;
03/05/2021;P3;9;83,2;125;
03/05/2021;P3;9;84,8;127;
03/05/2021;P3;9;86,4;128;
03/05/2021;P3;9;88;123;
03/05/2021;P3;9;89,6;127;
03/05/2021;P3;9;91,2;129;
03/05/2021;P3;9;92,8;131;
03/05/2021;P3;9;94,4;133;
03/05/2021;P3;9;96;127;
03/05/2021;P3;9;97,6;124;
03/05/2021;P3;9;99,2;123;
03/05/2021;P3;9;100,8;116;
03/05/2021;P3;9;102,4;120;
03/05/2021;P3;14;1,6;93;
03/05/2021;P3;14;3,2;92;
03/05/2021;P3;14;4,8;90;
03/05/2021;P3;14;6,4;85;
03/05/2021;P3;14;8;84;
03/05/2021;P3;14;9,6;95;
03/05/2021;P3;14;11,2;95;
03/05/2021;P3;14;12,8;92;
03/05/2021;P3;14;14,4;97;
03/05/2021;P3;14;16;97;
03/05/2021;P3;14;17,6;102;
03/05/2021;P3;14;19,2;100;
03/05/2021;P3;14;20,8;91;
03/05/2021;P3;14;22,4;97;
03/05/2021;P3;14;24;106;
03/05/2021;P3;14;25,6;105;
03/05/2021;P3;14;27,2;105;
03/05/2021;P3;14;28,8;101;
03/05/2021;P3;14;30,4;97;
03/05/2021;P3;14;32;99;
03/05/2021;P3;14;33,6;96;
03/05/2021;P3;14;35,2;97;
03/05/2021;P3;14;36,8;104;
03/05/2021;P3;14;38,4;94;
03/05/2021;P3;14;40;89;
03/05/2021;P3;14;41,6;82;
03/05/2021;P3;14;43,2;85;
03/05/2021;P3;14;44,8;86;
03/05/2021;P3;14;46,4;81;
03/05/2021;P3;14;48;85;
03/05/2021;P3;14;49,6;82;
03/05/2021;P3;14;51,2;76;
03/05/2021;P3;14;52,8;64;
03/05/2021;P3;14;54,4;58;
03/05/2021;P3;14;56;59;
03/05/2021;P3;14;57,6;81;
03/05/2021;P3;14;59,2;91;
03/05/2021;P3;14;60,8;84;
03/05/2021;P3;14;62,4;83;
03/05/2021;P3;14;64;92;
03/05/2021;P3;14;65,6;104;
03/05/2021;P3;14;67,2;109;
03/05/2021;P3;14;68,8;121;
03/05/2021;P3;14;70,4;121;
03/05/2021;P3;14;72;131;
03/05/2021;P3;14;73,6;127;
03/05/2021;P3;14;75,2;128;
03/05/2021;P3;14;76,8;143;
03/05/2021;P3;14;78,4;135;
03/05/2021;P3;14;80;127;
03/05/2021;P3;14;81,6;138;
03/05/2021;P3;14;83,2;135;
03/05/2021;P3;14;84,8;140;
03/05/2021;P3;14;86,4;145;
03/05/2021;P3;14;88;140;
03/05/2021;P3;14;89,6;141;
03/05/2021;P3;14;91,2;140;
03/05/2021;P3;14;92,8;137;
03/05/2021;P3;14;94,4;137;
03/05/2021;P3;14;96;136;
03/05/2021;P3;14;97,6;134;
03/05/2021;P3;14;99,2;138;
03/05/2021;P3;14;100,8;137;
03/05/2021;P3;14;102,4;139;
03/05/2021;P3;19;1,6;96;
03/05/2021;P3;19;3,2;96;
03/05/2021;P3;19;4,8;96;
03/05/2021;P3;19;6,4;96;
03/05/2021;P3;19;8;98;
03/05/2021;P3;19;9,6;101;
03/05/2021;P3;19;11,2;95;
03/05/2021;P3;19;12,8;92;
03/05/2021;P3;19;14,4;102;
03/05/2021;P3;19;16;100;
03/05/2021;P3;19;17,6;98;
03/05/2021;P3;19;19,2;93;
03/05/2021;P3;19;20,8;98;
03/05/2021;P3;19;22,4;103;
03/05/2021;P3;19;24;101;
03/05/2021;P3;19;25,6;98;
03/05/2021;P3;19;27,2;103;
03/05/2021;P3;19;28,8;102;
03/05/2021;P3;19;30,4;101;
03/05/2021;P3;19;32;106;
03/05/2021;P3;19;33,6;107;
03/05/2021;P3;19;35,2;110;
03/05/2021;P3;19;36,8;113;
03/05/2021;P3;19;38,4;100;
03/05/2021;P3;19;40;97;
03/05/2021;P3;19;41,6;107;
03/05/2021;P3;19;43,2;81;
03/05/2021;P3;19;44,8;75;
03/05/2021;P3;19;46,4;80;
03/05/2021;P3;19;48;77;
03/05/2021;P3;19;49,6;66;
03/05/2021;P3;19;51,2;50;
03/05/2021;P3;19;52,8;50;
03/05/2021;P3;19;54,4;53;
03/05/2021;P3;19;56;55;
03/05/2021;P3;19;57,6;77;
03/05/2021;P3;19;59,2;95;
03/05/2021;P3;19;60,8;94;
03/05/2021;P3;19;62,4;85;
03/05/2021;P3;19;64;90;
03/05/2021;P3;19;65,6;95;
03/05/2021;P3;19;67,2;100;
03/05/2021;P3;19;68,8;110;
03/05/2021;P3;19;70,4;121;
03/05/2021;P3;19;72;127;
03/05/2021;P3;19;73,6;135;
03/05/2021;P3;19;75,2;127;
03/05/2021;P3;19;76,8;139;
03/05/2021;P3;19;78,4;134;
03/05/2021;P3;19;80;136;
03/05/2021;P3;19;81,6;149;
03/05/2021;P3;19;83,2;141;
03/05/2021;P3;19;84,8;139;
03/05/2021;P3;19;86,4;140;
03/05/2021;P3;19;88;136;
03/05/2021;P3;19;89,6;138;
03/05/2021;P3;19;91,2;141;
03/05/2021;P3;19;92,8;143;
03/05/2021;P3;19;94,4;143;
03/05/2021;P3;19;96;142;
03/05/2021;P3;19;97,6;141;
03/05/2021;P3;19;99,2;144;
03/05/2021;P3;19;100,8;138;
03/05/2021;P3;19;102,4;138;
03/05/2021;P3;24;1,6;111;
03/05/2021;P3;24;3,2;113;
03/05/2021;P3;24;4,8;107;
03/05/2021;P3;24;6,4;102;
03/05/2021;P3;24;8;101;
03/05/2021;P3;24;9,6;93;
03/05/2021;P3;24;11,2;88;
03/05/2021;P3;24;12,8;93;
03/05/2021;P3;24;14,4;91;
03/05/2021;P3;24;16;93;
03/05/2021;P3;24;17,6;95;
03/05/2021;P3;24;19,2;94;
03/05/2021;P3;24;20,8;103;
03/05/2021;P3;24;22,4;103;
03/05/2021;P3;24;24;104;
03/05/2021;P3;24;25,6;109;
03/05/2021;P3;24;27,2;109;
03/05/2021;P3;24;28,8;109;
03/05/2021;P3;24;30,4;117;
03/05/2021;P3;24;32;118;
03/05/2021;P3;24;33,6;124;
03/05/2021;P3;24;35,2;123;
03/05/2021;P3;24;36,8;123;
03/05/2021;P3;24;38,4;117;
03/05/2021;P3;24;40;104;
03/05/2021;P3;24;41,6;98;
03/05/2021;P3;24;43,2;82;
03/05/2021;P3;24;44,8;76;
03/05/2021;P3;24;46,4;68;
03/05/2021;P3;24;48;50;
03/05/2021;P3;24;49,6;46;
03/05/2021;P3;24;51,2;46;
03/05/2021;P3;24;52,8;49;
03/05/2021;P3;24;54,4;52;
03/05/2021;P3;24;56;55;
03/05/2021;P3;24;57,6;84;
03/05/2021;P3;24;59,2;102;
03/05/2021;P3;24;60,8;103;
03/05/2021;P3;24;62,4;107;
03/05/2021;P3;24;64;111;
03/05/2021;P3;24;65,6;112;
03/05/2021;P3;24;67,2;106;
03/05/2021;P3;24;68,8;109;
03/05/2021;P3;24;70,4;107;
03/05/2021;P3;24;72;111;
03/05/2021;P3;24;73,6;122;
03/05/2021;P3;24;75,2;120;
03/05/2021;P3;24;76,8;125;
03/05/2021;P3;24;78,4;133;
03/05/2021;P3;24;80;125;
03/05/2021;P3;24;81,6;126;
03/05/2021;P3;24;83,2;131;
03/05/2021;P3;24;84,8;130;
03/05/2021;P3;24;86,4;127;
03/05/2021;P3;24;88;129;
03/05/2021;P3;24;89,6;128;
03/05/2021;P3;24;91,2;125;
03/05/2021;P3;24;92,8;126;
03/05/2021;P3;24;94,4;123;
03/05/2021;P3;24;96;127;
03/05/2021;P3;24;97,6;131;
03/05/2021;P3;24;99,2;132;
03/05/2021;P3;24;100,8;136;
03/05/2021;P3;24;102,4;137;
03/05/2021;P3;29;1,6;105;
03/05/2021;P3;29;3,2;106;
03/05/2021;P3;29;4,8;100;
03/05/2021;P3;29;6,4;102;
03/05/2021;P3;29;8;103;
03/05/2021;P3;29;9,6;103;
03/05/2021;P3;29;11,2;108;
03/05/2021;P3;29;12,8;108;
03/05/2021;P3;29;14,4;108;
03/05/2021;P3;29;16;107;
03/05/2021;P3;29;17,6;103;
03/05/2021;P3;29;19,2;104;
03/05/2021;P3;29;20,8;107;
03/05/2021;P3;29;22,4;110;
03/05/2021;P3;29;24;115;
03/05/2021;P3;29;25,6;121;
03/05/2021;P3;29;27,2;122;
03/05/2021;P3;29;28,8;126;
03/05/2021;P3;29;30,4;121;
03/05/2021;P3;29;32;123;
03/05/2021;P3;29;33,6;125;
03/05/2021;P3;29;35,2;129;
03/05/2021;P3;29;36,8;126;
03/05/2021;P3;29;38,4;114;
03/05/2021;P3;29;40;108;
03/05/2021;P3;29;41,6;100;
03/05/2021;P3;29;43,2;82;
03/05/2021;P3;29;44,8;71;
03/05/2021;P3;29;46,4;50;
03/05/2021;P3;29;48;47;
03/05/2021;P3;29;49,6;44;
03/05/2021;P3;29;51,2;44;
03/05/2021;P3;29;52,8;47;
03/05/2021;P3;29;54,4;50;
03/05/2021;P3;29;56;62;
03/05/2021;P3;29;57,6;106;
03/05/2021;P3;29;59,2;117;
03/05/2021;P3;29;60,8;106;
03/05/2021;P3;29;62,4;107;
03/05/2021;P3;29;64;109;
03/05/2021;P3;29;65,6;110;
03/05/2021;P3;29;67,2;111;
03/05/2021;P3;29;68,8;118;
03/05/2021;P3;29;70,4;122;
03/05/2021;P3;29;72;116;
03/05/2021;P3;29;73,6;120;
03/05/2021;P3;29;75,2;113;
03/05/2021;P3;29;76,8;119;
03/05/2021;P3;29;78,4;126;
03/05/2021;P3;29;80;118;
03/05/2021;P3;29;81,6;119;
03/05/2021;P3;29;83,2;119;
03/05/2021;P3;29;84,8;117;
03/05/2021;P3;29;86,4;119;
03/05/2021;P3;29;88;117;
03/05/2021;P3;29;89,6;120;
03/05/2021;P3;29;91,2;126;
03/05/2021;P3;29;92,8;125;
