Date;Plant;X;Y;Z_Tip-105.4cm;Z_Tip-91.5cm
03/05/2021;P2;16;4,8;158;
03/05/2021;P2;16;6,4;155;
03/05/2021;P2;16;8;152;
03/05/2021;P2;16;9,6;140;
03/05/2021;P2;16;11,2;139;
03/05/2021;P2;16;12,8;142;
03/05/2021;P2;16;14,4;143;
03/05/2021;P2;16;16;144;
03/05/2021;P2;16;17,6;145;
03/05/2021;P2;16;19,2;140;
03/05/2021;P2;16;20,8;145;
03/05/2021;P2;16;22,4;144;
03/05/2021;P2;16;24;143;
03/05/2021;P2;16;25,6;138;
03/05/2021;P2;16;27,2;129;
03/05/2021;P2;16;28,8;116;
03/05/2021;P2;16;30,4;109;
03/05/2021;P2;16;32;108;
03/05/2021;P2;16;33,6;111;
03/05/2021;P2;16;35,2;111;
03/05/2021;P2;16;36,8;110;
03/05/2021;P2;16;38,4;108;
03/05/2021;P2;16;40;106;
03/05/2021;P2;16;41,6;100;
03/05/2021;P2;16;43,2;99;
03/05/2021;P2;16;44,8;86;
03/05/2021;P2;16;46,4;74;
03/05/2021;P2;16;48;78;
03/05/2021;P2;16;49,6;73;
03/05/2021;P2;16;51,2;64;
03/05/2021;P2;16;52,8;62;
03/05/2021;P2;16;54,4;57;
03/05/2021;P2;16;56;59;
03/05/2021;P2;16;57,6;59;
03/05/2021;P2;16;59,2;64;
03/05/2021;P2;16;60,8;64;
03/05/2021;P2;16;62,4;89;
03/05/2021;P2;16;64;96;
03/05/2021;P2;16;65,6;91;
03/05/2021;P2;16;67,2;97;
03/05/2021;P2;16;68,8;110;
03/05/2021;P2;16;70,4;102;
03/05/2021;P2;16;72;87;
03/05/2021;P2;16;73,6;80;
03/05/2021;P2;16;75,2;80;
03/05/2021;P2;16;76,8;79;
03/05/2021;P2;16;78,4;82;
03/05/2021;P2;16;80;87;
03/05/2021;P2;16;81,6;87;
03/05/2021;P2;16;83,2;90;
03/05/2021;P2;16;84,8;91;
03/05/2021;P2;16;86,4;98;
03/05/2021;P2;16;88;105;
03/05/2021;P2;16;89,6;123;
03/05/2021;P2;16;91,2;136;
03/05/2021;P2;16;92,8;144;
03/05/2021;P2;16;94,4;145;
03/05/2021;P2;16;96;148;
03/05/2021;P2;16;97,6;149;
03/05/2021;P2;16;99,2;147;
03/05/2021;P2;16;100,8;152;
03/05/2021;P2;16;102,4;152;
03/05/2021;P2;21;1,6;162;
03/05/2021;P2;21;3,2;161;
03/05/2021;P2;21;4,8;167;
03/05/2021;P2;21;6,4;165;
03/05/2021;P2;21;8;160;
03/05/2021;P2;21;9,6;154;
03/05/2021;P2;21;11,2;144;
03/05/2021;P2;21;12,8;145;
03/05/2021;P2;21;14,4;148;
03/05/2021;P2;21;16;147;
03/05/2021;P2;21;17,6;148;
03/05/2021;P2;21;19,2;145;
03/05/2021;P2;21;20,8;143;
03/05/2021;P2;21;22,4;141;
03/05/2021;P2;21;24;135;
03/05/2021;P2;21;25,6;127;
03/05/2021;P2;21;27,2;121;
03/05/2021;P2;21;28,8;111;
03/05/2021;P2;21;30,4;118;
03/05/2021;P2;21;32;123;
03/05/2021;P2;21;33,6;122;
03/05/2021;P2;21;35,2;130;
03/05/2021;P2;21;36,8;128;
03/05/2021;P2;21;38,4;122;
03/05/2021;P2;21;40;114;
03/05/2021;P2;21;41,6;106;
03/05/2021;P2;21;43,2;97;
03/05/2021;P2;21;44,8;88;
03/05/2021;P2;21;46,4;85;
03/05/2021;P2;21;48;74;
03/05/2021;P2;21;49,6;65;
03/05/2021;P2;21;51,2;61;
03/05/2021;P2;21;52,8;59;
03/05/2021;P2;21;54,4;62;
03/05/2021;P2;21;56;53;
03/05/2021;P2;21;57,6;65;
03/05/2021;P2;21;59,2;64;
03/05/2021;P2;21;60,8;60;
03/05/2021;P2;21;62,4;79;
03/05/2021;P2;21;64;92;
03/05/2021;P2;21;65,6;86;
03/05/2021;P2;21;67,2;86;
03/05/2021;P2;21;68,8;87;
03/05/2021;P2;21;70,4;101;
03/05/2021;P2;21;72;109;
03/05/2021;P2;21;73,6;95;
03/05/2021;P2;21;75,2;98;
03/05/2021;P2;21;76,8;92;
03/05/2021;P2;21;78,4;81;
03/05/2021;P2;21;80;90;
03/05/2021;P2;21;81,6;93;
03/05/2021;P2;21;83,2;93;
03/05/2021;P2;21;84,8;98;
03/05/2021;P2;21;86,4;100;
03/05/2021;P2;21;88;100;
03/05/2021;P2;21;89,6;107;
03/05/2021;P2;21;91,2;124;
03/05/2021;P2;21;92,8;141;
03/05/2021;P2;21;94,4;151;
03/05/2021;P2;21;96;148;
03/05/2021;P2;21;97,6;151;
03/05/2021;P2;21;99,2;154;
03/05/2021;P2;21;100,8;149;
03/05/2021;P2;21;102,4;155;
03/05/2021;P2;26;1,6;162;
03/05/2021;P2;26;3,2;160;
03/05/2021;P2;26;4,8;163;
03/05/2021;P2;26;6,4;166;
03/05/2021;P2;26;8;161;
03/05/2021;P2;26;9,6;164;
03/05/2021;P2;26;11,2;161;
03/05/2021;P2;26;12,8;157;
03/05/2021;P2;26;14,4;157;
03/05/2021;P2;26;16;146;
03/05/2021;P2;26;17,6;140;
03/05/2021;P2;26;19,2;136;
03/05/2021;P2;26;20,8;132;
03/05/2021;P2;26;22,4;130;
03/05/2021;P2;26;24;131;
03/05/2021;P2;26;25,6;131;
03/05/2021;P2;26;27,2;142;
03/05/2021;P2;26;28,8;141;
03/05/2021;P2;26;30,4;140;
03/05/2021;P2;26;32;151;
03/05/2021;P2;26;33,6;151;
03/05/2021;P2;26;35,2;145;
03/05/2021;P2;26;36,8;130;
03/05/2021;P2;26;38,4;116;
03/05/2021;P2;26;40;103;
03/05/2021;P2;26;41,6;91;
03/05/2021;P2;26;43,2;82;
03/05/2021;P2;26;44,8;71;
03/05/2021;P2;26;46,4;66;
03/05/2021;P2;26;48;63;
03/05/2021;P2;26;49,6;65;
03/05/2021;P2;26;51,2;65;
03/05/2021;P2;26;52,8;65;
03/05/2021;P2;26;54,4;66;
03/05/2021;P2;26;56;50;
03/05/2021;P2;26;57,6;50;
03/05/2021;P2;26;59,2;53;
03/05/2021;P2;26;60,8;63;
03/05/2021;P2;26;62,4;88;
03/05/2021;P2;26;64;97;
03/05/2021;P2;26;65,6;95;
03/05/2021;P2;26;67,2;106;
03/05/2021;P2;26;68,8;92;
03/05/2021;P2;26;70,4;84;
03/05/2021;P2;26;72;81;
03/05/2021;P2;26;73,6;83;
03/05/2021;P2;26;75,2;79;
03/05/2021;P2;26;76,8;75;
03/05/2021;P2;26;78,4;82;
03/05/2021;P2;26;80;92;
03/05/2021;P2;26;81,6;99;
03/05/2021;P2;26;83,2;89;
03/05/2021;P2;26;84,8;82;
03/05/2021;P2;26;86,4;82;
03/05/2021;P2;26;88;80;
03/05/2021;P2;26;89,6;83;
03/05/2021;P2;26;91,2;84;
03/05/2021;P2;26;92,8;88;
03/05/2021;P2;26;94,4;102;
03/05/2021;P2;26;96;109;
03/05/2021;P2;26;97,6;127;
03/05/2021;P2;26;99,2;137;
03/05/2021;P2;26;100,8;136;
03/05/2021;P2;26;102,4;138;
03/05/2021;P2;31;1,6;158;
03/05/2021;P2;31;3,2;157;
03/05/2021;P2;31;4,8;163;
03/05/2021;P2;31;6,4;162;
03/05/2021;P2;31;8;156;
03/05/2021;P2;31;9,6;157;
03/05/2021;P2;31;11,2;151;
03/05/2021;P2;31;12,8;151;
03/05/2021;P2;31;14,4;152;
03/05/2021;P2;31;16;145;
03/05/2021;P2;31;17,6;148;
03/05/2021;P2;31;19,2;136;
03/05/2021;P2;31;20,8;130;
03/05/2021;P2;31;22,4;131;
03/05/2021;P2;31;24;132;
03/05/2021;P2;31;25,6;138;
03/05/2021;P2;31;27,2;146;
03/05/2021;P2;31;28,8;147;
03/05/2021;P2;31;30,4;144;
03/05/2021;P2;31;32;140;
03/05/2021;P2;31;33,6;128;
03/05/2021;P2;31;35,2;123;
03/05/2021;P2;31;36,8;113;
03/05/2021;P2;31;38,4;99;
03/05/2021;P2;31;40;86;
03/05/2021;P2;31;41,6;77;
03/05/2021;P2;31;43,2;75;
03/05/2021;P2;31;44,8;76;
03/05/2021;P2;31;46,4;75;
03/05/2021;P2;31;48;76;
03/05/2021;P2;31;49,6;80;
03/05/2021;P2;31;51,2;80;
03/05/2021;P2;31;52,8;78;
03/05/2021;P2;31;54,4;74;
03/05/2021;P2;31;56;50;
03/05/2021;P2;31;57,6;49;
03/05/2021;P2;31;59,2;50;
03/05/2021;P2;31;60,8;52;
03/05/2021;P2;31;62,4;50;
03/05/2021;P2;31;64;54;
03/05/2021;P2;31;65,6;67;
03/05/2021;P2;31;67,2;85;
03/05/2021;P2;31;68,8;104;
03/05/2021;P2;31;70,4;113;
03/05/2021;P2;31;72;112;
03/05/2021;P2;31;73,6;108;
03/05/2021;P2;31;75,2;109;
03/05/2021;P2;31;76,8;101;
03/05/2021;P2;31;78,4;103;
03/05/2021;P2;31;80;91;
03/05/2021;P2;31;81,6;91;
03/05/2021;P2;31;83,2;87;
03/05/2021;P2;31;84,8;89;
03/05/2021;P2;31;86,4;89;
03/05/2021;P2;31;88;89;
03/05/2021;P2;31;89,6;95;
03/05/2021;P2;31;91,2;96;
03/05/2021;P2;31;92,8;104;
03/05/2021;P2;31;94,4;112;
03/05/2021;P2;31;96;116;
03/05/2021;P2;31;97,6;124;
03/05/2021;P2;31;99,2;132;
03/05/2021;P2;31;100,8;134;
03/05/2021;P2;31;102,4;144;
03/05/2021;P2;36;1,6;153;
03/05/2021;P2;36;3,2;158;
03/05/2021;P2;36;4,8;156;
03/05/2021;P2;36;6,4;153;
03/05/2021;P2;36;8;154;
03/05/2021;P2;36;9,6;147;
03/05/2021;P2;36;11,2;145;
03/05/2021;P2;36;12,8;148;
03/05/2021;P2;36;14,4;147;
03/05/2021;P2;36;16;147;
03/05/2021;P2;36;17,6;150;
03/05/2021;P2;36;19,2;145;
03/05/2021;P2;36;20,8;151;
03/05/2021;P2;36;22,4;149;
03/05/2021;P2;36;24;148;
03/05/2021;P2;36;25,6;149;
03/05/2021;P2;36;27,2;142;
03/05/2021;P2;36;28,8;137;
03/05/2021;P2;36;30,4;134;
03/05/2021;P2;36;32;122;
03/05/2021;P2;36;33,6;116;
03/05/2021;P2;36;35,2;114;
03/05/2021;P2;36;36,8;112;
03/05/2021;P2;36;38,4;107;
03/05/2021;P2;36;40;97;
03/05/2021;P2;36;41,6;97;
03/05/2021;P2;36;43,2;94;
03/05/2021;P2;36;44,8;88;
03/05/2021;P2;36;46,4;86;
03/05/2021;P2;36;48;88;
03/05/2021;P2;36;49,6;84;
03/05/2021;P2;36;51,2;83;
03/05/2021;P2;36;52,8;82;
03/05/2021;P2;36;54,4;68;
03/05/2021;P2;36;56;53;
03/05/2021;P2;36;57,6;54;
03/05/2021;P2;36;59,2;53;
03/05/2021;P2;36;60,8;66;
03/05/2021;P2;36;62,4;73;
03/05/2021;P2;36;64;58;
03/05/2021;P2;36;65,6;56;
03/05/2021;P2;36;67,2;73;
03/05/2021;P2;36;68,8;100;
03/05/2021;P2;36;70,4;113;
03/05/2021;P2;36;72;110;
03/05/2021;P2;36;73,6;109;
03/05/2021;P2;36;75,2;113;
03/05/2021;P2;36;76,8;104;
03/05/2021;P2;36;78,4;114;
03/05/2021;P2;36;80;107;
03/05/2021;P2;36;81,6;106;
03/05/2021;P2;36;83,2;115;
03/05/2021;P2;36;84,8;109;
03/05/2021;P2;36;86,4;106;
03/05/2021;P2;36;88;109;
03/05/2021;P2;36;89,6;109;
03/05/2021;P2;36;91,2;110;
03/05/2021;P2;36;92,8;116;
03/05/2021;P2;36;94,4;116;
03/05/2021;P2;36;96;121;
03/05/2021;P2;36;97,6;126;
03/05/2021;P2;36;99,2;125;
03/05/2021;P2;36;100,8;128;
03/05/2021;P2;36;102,4;131;
03/05/2021;P2;41;1,6;150;
03/05/2021;P2;41;3,2;154;
03/05/2021;P2;41;4,8;152;
03/05/2021;P2;41;6,4;155;
03/05/2021;P2;41;8;150;
03/05/2021;P2;41;9,6;143;
03/05/2021;P2;41;11,2;144;
03/05/2021;P2;41;12,8;143;
03/05/2021;P2;41;14,4;143;
03/05/2021;P2;41;16;145;
03/05/2021;P2;41;17,6;145;
03/05/2021;P2;41;19,2;144;
03/05/2021;P2;41;20,8;149;
03/05/2021;P2;41;22,4;145;
03/05/2021;P2;41;24;147;
03/05/2021;P2;41;25,6;143;
03/05/2021;P2;41;27,2;134;
03/05/2021;P2;41;28,8;127;
03/05/2021;P2;41;30,4;119;
03/05/2021;P2;41;32;114;
03/05/2021;P2;41;33,6;116;
03/05/2021;P2;41;35,2;115;
03/05/2021;P2;41;36,8;109;
03/05/2021;P2;41;38,4;100;
03/05/2021;P2;41;40;96;
03/05/2021;P2;41;41,6;94;
03/05/2021;P2;41;43,2;94;
03/05/2021;P2;41;44,8;87;
03/05/2021;P2;41;46,4;92;
03/05/2021;P2;41;48;97;
03/05/2021;P2;41;49,6;95;
03/05/2021;P2;41;51,2;89;
03/05/2021;P2;41;52,8;85;
03/05/2021;P2;41;54,4;79;
03/05/2021;P2;41;56;66;
03/05/2021;P2;41;57,6;68;
03/05/2021;P2;41;59,2;85;
03/05/2021;P2;41;60,8;95;
03/05/2021;P2;41;62,4;97;
03/05/2021;P2;41;64;97;
03/05/2021;P2;41;65,6;93;
03/05/2021;P2;41;67,2;91;
03/05/2021;P2;41;68,8;96;
03/05/2021;P2;41;70,4;100;
03/05/2021;P2;41;72;97;
03/05/2021;P2;41;73,6;104;
03/05/2021;P2;41;75,2;109;
03/05/2021;P2;41;76,8;105;
03/05/2021;P2;41;78,4;107;
03/05/2021;P2;41;80;99;
03/05/2021;P2;41;81,6;99;
03/05/2021;P2;41;83,2;101;
03/05/2021;P2;41;84,8;100;
03/05/2021;P2;41;86,4;105;
03/05/2021;P2;41;88;109;
03/05/2021;P2;41;89,6;106;
03/05/2021;P2;41;91,2;107;
03/05/2021;P2;41;92,8;111;
03/05/2021;P2;41;94,4;115;
03/05/2021;P2;41;96;118;
03/05/2021;P2;41;97,6;118;
03/05/2021;P2;41;99,2;117;
03/05/2021;P2;41;100,8;120;
03/05/2021;P2;41;102,4;119;
03/05/2021;P2;45;1,6;148;
03/05/2021;P2;45;3,2;148;
03/05/2021;P2;45;4,8;153;
03/05/2021;P2;45;6,4;152;
03/05/2021;P2;45;8;149;
03/05/2021;P2;45;9,6;148;
03/05/2021;P2;45;11,2;139;
03/05/2021;P2;45;12,8;142;
03/05/2021;P2;45;14,4;145;
03/05/2021;P2;45;16;139;
03/05/2021;P2;45;17,6;145;
03/05/2021;P2;45;19,2;141;
03/05/2021;P2;45;20,8;141;
03/05/2021;P2;45;22,4;146;
03/05/2021;P2;45;24;143;
03/05/2021;P2;45;25,6;144;
03/05/2021;P2;45;27,2;146;
03/05/2021;P2;45;28,8;130;
03/05/2021;P2;45;30,4;121;
03/05/2021;P2;45;32;120;
03/05/2021;P2;45;33,6;119;
03/05/2021;P2;45;35,2;119;
03/05/2021;P2;45;36,8;110;
03/05/2021;P2;45;38,4;107;
03/05/2021;P2;45;40;103;
03/05/2021;P2;45;41,6;97;
03/05/2021;P2;45;43,2;91;
03/05/2021;P2;45;44,8;92;
03/05/2021;P2;45;46,4;96;
03/05/2021;P2;45;48;100;
03/05/2021;P2;45;49,6;102;
03/05/2021;P2;45;51,2;101;
03/05/2021;P2;45;52,8;89;
03/05/2021;P2;45;54,4;92;
03/05/2021;P2;45;56;91;
03/05/2021;P2;45;57,6;94;
03/05/2021;P2;45;59,2;98;
03/05/2021;P2;45;60,8;99;
03/05/2021;P2;45;62,4;103;
03/05/2021;P2;45;64;102;
03/05/2021;P2;45;65,6;95;
03/05/2021;P2;45;67,2;94;
03/05/2021;P2;45;68,8;94;
03/05/2021;P2;45;70,4;100;
03/05/2021;P2;45;72;98;
03/05/2021;P2;45;73,6;101;
03/05/2021;P2;45;75,2;108;
03/05/2021;P2;45;76,8;108;
03/05/2021;P2;45;78,4;110;
03/05/2021;P2;45;80;106;
03/05/2021;P2;45;81,6;101;
03/05/2021;P2;45;83,2;98;
03/05/2021;P2;45;84,8;100;
03/05/2021;P2;45;86,4;97;
03/05/2021;P2;45;88;98;
03/05/2021;P2;45;89,6;104;
03/05/2021;P2;45;91,2;103;
03/05/2021;P2;45;92,8;102;
03/05/2021;P2;45;94,4;101;
03/05/2021;P2;45;96;104;
03/05/2021;P2;45;97,6;111;
03/05/2021;P2;45;99,2;111;
03/05/2021;P2;45;100,8;108;
03/05/2021;P2;45;102,4;114;
03/05/2021;P3;-45;1,6;118;
03/05/2021;P3;-45;3,2;116;
03/05/2021;P3;-45;4,8;114;
03/05/2021;P3;-45;6,4;118;
03/05/2021;P3;-45;8;119;
03/05/2021;P3;-45;9,6;121;
03/05/2021;P3;-45;11,2;127;
03/05/2021;P3;-45;12,8;129;
03/05/2021;P3;-45;14,4;129;
03/05/2021;P3;-45;16;128;
03/05/2021;P3;-45;17,6;127;
03/05/2021;P3;-45;19,2;127;
03/05/2021;P3;-45;20,8;127;
03/05/2021;P3;-45;22,4;127;
03/05/2021;P3;-45;24;131;
03/05/2021;P3;-45;25,6;134;
03/05/2021;P3;-45;27,2;140;
03/05/2021;P3;-45;28,8;143;
03/05/2021;P3;-45;30,4;134;
03/05/2021;P3;-45;32;129;
03/05/2021;P3;-45;33,6;129;
03/05/2021;P3;-45;35,2;120;
03/05/2021;P3;-45;36,8;114;
03/05/2021;P3;-45;38,4;112;
03/05/2021;P3;-45;40;110;
03/05/2021;P3;-45;41,6;111;
03/05/2021;P3;-45;43,2;106;
03/05/2021;P3;-45;44,8;100;
03/05/2021;P3;-45;46,4;105;
03/05/2021;P3;-45;48;105;
03/05/2021;P3;-45;49,6;102;
03/05/2021;P3;-45;51,2;105;
03/05/2021;P3;-45;52,8;104;
03/05/2021;P3;-45;54,4;110;
03/05/2021;P3;-45;56;114;
03/05/2021;P3;-45;57,6;118;
03/05/2021;P3;-45;59,2;124;
03/05/2021;P3;-45;60,8;128;
03/05/2021;P3;-45;62,4;130;
03/05/2021;P3;-45;64;136;
03/05/2021;P3;-45;65,6;147;
03/05/2021;P3;-45;67,2;148;
03/05/2021;P3;-45;68,8;143;
03/05/2021;P3;-45;70,4;136;
03/05/2021;P3;-45;72;133;
03/05/2021;P3;-45;73,6;138;
03/05/2021;P3;-45;75,2;141;
03/05/2021;P3;-45;76,8;142;
03/05/2021;P3;-45;78,4;145;
03/05/2021;P3;-45;80;134;
03/05/2021;P3;-45;81,6;132;
03/05/2021;P3;-45;83,2;127;
03/05/2021;P3;-45;84,8;123;
03/05/2021;P3;-45;86,4;124;
03/05/2021;P3;-45;88;122;
03/05/2021;P3;-45;89,6;124;
03/05/2021;P3;-45;91,2;127;
03/05/2021;P3;-45;92,8;125;
03/05/2021;P3;-45;94,4;124;
03/05/2021;P3;-45;96;128;
03/05/2021;P3;-45;97,6;130;
03/05/2021;P3;-45;99,2;134;
03/05/2021;P3;-45;100,8;132;
03/05/2021;P3;-45;102,4;132;
03/05/2021;P3;-40;1,6;125;
03/05/2021;P3;-40;3,2;122;
03/05/2021;P3;-40;4,8;122;
03/05/2021;P3;-40;6,4;121;
03/05/2021;P3;-40;8;118;
03/05/2021;P3;-40;9,6;121;
03/05/2021;P3;-40;11,2;127;
03/05/2021;P3;-40;12,8;127;
03/05/2021;P3;-40;14,4;131;
03/05/2021;P3;-40;16;128;
03/05/2021;P3;-40;17,6;128;
03/05/2021;P3;-40;19,2;130;
03/05/2021;P3;-40;20,8;127;
03/05/2021;P3;-40;22,4;130;
03/05/2021;P3;-40;24;135;
03/05/2021;P3;-40;25,6;138;
03/05/2021;P3;-40;27,2;147;
03/05/2021;P3;-40;28,8;140;
03/05/2021;P3;-40;30,4;131;
03/05/2021;P3;-40;32;133;
03/05/2021;P3;-40;33,6;131;
03/05/2021;P3;-40;35,2;126;
03/05/2021;P3;-40;36,8;117;
03/05/2021;P3;-40;38,4;109;
03/05/2021;P3;-40;40;107;
03/05/2021;P3;-40;41,6;108;
03/05/2021;P3;-40;43,2;105;
03/05/2021;P3;-40;44,8;103;
03/05/2021;P3;-40;46,4;106;
03/05/2021;P3;-40;48;105;
03/05/2021;P3;-40;49,6;106;
03/05/2021;P3;-40;51,2;108;
03/05/2021;P3;-40;52,8;112;
03/05/2021;P3;-40;54,4;117;
03/05/2021;P3;-40;56;116;
03/05/2021;P3;-40;57,6;122;
03/05/2021;P3;-40;59,2;130;
03/05/2021;P3;-40;60,8;129;
03/05/2021;P3;-40;62,4;132;
03/05/2021;P3;-40;64;144;
03/05/2021;P3;-40;65,6;138;
03/05/2021;P3;-40;67,2;130;
03/05/2021;P3;-40;68,8;125;
03/05/2021;P3;-40;70,4;126;
03/05/2021;P3;-40;72;137;
03/05/2021;P3;-40;73,6;138;
03/05/2021;P3;-40;75,2;133;
03/05/2021;P3;-40;76,8;129;
03/05/2021;P3;-40;78,4;127;
03/05/2021;P3;-40;80;124;
03/05/2021;P3;-40;81,6;127;
03/05/2021;P3;-40;83,2;126;
03/05/2021;P3;-40;84,8;126;
03/05/2021;P3;-40;86,4;124;
03/05/2021;P3;-40;88;118;
03/05/2021;P3;-40;89,6;120;
03/05/2021;P3;-40;91,2;121;
03/05/2021;P3;-40;92,8;121;
03/05/2021;P3;-40;94,4;123;
03/05/2021;P3;-40;96;123;
03/05/2021;P3;-40;97,6;124;
03/05/2021;P3;-40;99,2;131;
03/05/2021;P3;-40;100,8;127;
03/05/2021;P3;-40;102,4;126;
03/05/2021;P3;-35;1,6;129;
03/05/2021;P3;-35;3,2;129;
03/05/2021;P3;-35;4,8;130;
03/05/2021;P3;-35;6,4;127;
03/05/2021;P3;-35;8;126;
03/05/2021;P3;-35;9,6;127;
03/05/2021;P3;-35;11,2;125;
03/05/2021;P3;-35;12,8;131;
03/05/2021;P3;-35;14,4;132;
03/05/2021;P3;-35;16;132;
03/05/2021;P3;-35;17,6;139;
03/05/2021;P3;-35;19,2;130;
03/05/2021;P3;-35;20,8;129;
03/05/2021;P3;-35;22,4;135;
03/05/2021;P3;-35;24;134;
03/05/2021;P3;-35;25,6;141;
03/05/2021;P3;-35;27,2;144;
03/05/2021;P3;-35;28,8;133;
03/05/2021;P3;-35;30,4;137;
03/05/2021;P3;-35;32;136;
03/05/2021;P3;-35;33,6;131;
03/05/2021;P3;-35;35,2;129;
03/05/2021;P3;-35;36,8;122;
03/05/2021;P3;-35;38,4;123;
03/05/2021;P3;-35;40;127;
03/05/2021;P3;-35;41,6;117;
03/05/2021;P3;-35;43,2;114;
03/05/2021;P3;-35;44,8;108;
03/05/2021;P3;-35;46,4;106;
03/05/2021;P3;-35;48;110;
03/05/2021;P3;-35;49,6;110;
03/05/2021;P3;-35;51,2;113;
03/05/2021;P3;-35;52,8;117;
03/05/2021;P3;-35;54,4;114;
03/05/2021;P3;-35;56;111;
03/05/2021;P3;-35;57,6;118;
03/05/2021;P3;-35;59,2;120;
03/05/2021;P3;-35;60,8;123;
03/05/2021;P3;-35;62,4;132;
03/05/2021;P3;-35;64;129;
03/05/2021;P3;-35;65,6;123;
03/05/2021;P3;-35;67,2;127;
03/05/2021;P3;-35;68,8;131;
03/05/2021;P3;-35;70,4;146;
03/05/2021;P3;-35;72;138;
03/05/2021;P3;-35;73,6;125;
03/05/2021;P3;-35;75,2;127;
03/05/2021;P3;-35;76,8;123;
03/05/2021;P3;-35;78,4;124;
03/05/2021;P3;-35;80;126;
03/05/2021;P3;-35;81,6;120;
03/05/2021;P3;-35;83,2;115;
03/05/2021;P3;-35;84,8;113;
03/05/2021;P3;-35;86,4;109;
03/05/2021;P3;-35;88;111;
03/05/2021;P3;-35;89,6;114;
03/05/2021;P3;-35;91,2;113;
03/05/2021;P3;-35;92,8;119;
03/05/2021;P3;-35;94,4;119;
03/05/2021;P3;-35;96;120;
03/05/2021;P3;-35;97,6;125;
03/05/2021;P3;-35;99,2;123;
03/05/2021;P3;-35;100,8;119;
03/05/2021;P3;-35;102,4;122;
03/05/2021;P3;-30;1,6;129;
03/05/2021;P3;-30;3,2;127;
03/05/2021;P3;-30;4,8;126;
03/05/2021;P3;-30;6,4;123;
03/05/2021;P3;-30;8;116;
03/05/2021;P3;-30;9,6;117;
03/05/2021;P3;-30;11,2;125;
03/05/2021;P3;-30;12,8;128;
03/05/2021;P3;-30;14,4;131;
03/05/2021;P3;-30;16;126;
03/05/2021;P3;-30;17,6;117;
03/05/2021;P3;-30;19,2;113;
03/05/2021;P3;-30;20,8;116;
03/05/2021;P3;-30;22,4;130;
03/05/2021;P3;-30;24;137;
03/05/2021;P3;-30;25,6;138;
03/05/2021;P3;-30;27,2;141;
03/05/2021;P3;-30;28,8;134;
03/05/2021;P3;-30;30,4;129;
03/05/2021;P3;-30;32;127;
03/05/2021;P3;-30;33,6;123;
03/05/2021;P3;-30;35,2;121;
03/05/2021;P3;-30;36,8;127;
03/05/2021;P3;-30;38,4;127;
03/05/2021;P3;-30;40;120;
03/05/2021;P3;-30;41,6;119;
03/05/2021;P3;-30;43,2;112;
03/05/2021;P3;-30;44,8;106;
03/05/2021;P3;-30;46,4;108;
03/05/2021;P3;-30;48;110;
03/05/2021;P3;-30;49,6;111;
03/05/2021;P3;-30;51,2;110;
03/05/2021;P3;-30;52,8;109;
03/05/2021;P3;-30;54,4;114;
03/05/2021;P3;-30;56;110;
03/05/2021;P3;-30;57,6;115;
03/05/2021;P3;-30;59,2;123;
03/05/2021;P3;-30;60,8;127;
03/05/2021;P3;-30;62,4;125;
03/05/2021;P3;-30;64;127;
03/05/2021;P3;-30;65,6;124;
03/05/2021;P3;-30;67,2;135;
03/05/2021;P3;-30;68,8;141;
03/05/2021;P3;-30;70,4;137;
03/05/2021;P3;-30;72;127;
03/05/2021;P3;-30;73,6;118;
03/05/2021;P3;-30;75,2;116;
03/05/2021;P3;-30;76,8;119;
03/05/2021;P3;-30;78,4;120;
03/05/2021;P3;-30;80;114;
03/05/2021;P3;-30;81,6;111;
03/05/2021;P3;-30;83,2;107;
03/05/2021;P3;-30;84,8;108;
03/05/2021;P3;-30;86,4;111;
03/05/2021;P3;-30;88;111;
03/05/2021;P3;-30;89,6;112;
03/05/2021;P3;-30;91,2;109;
03/05/2021;P3;-30;92,8;111;
03/05/2021;P3;-30;94,4;114;
03/05/2021;P3;-30;96;118;
03/05/2021;P3;-30;97,6;119;
03/05/2021;P3;-30;99,2;121;
03/05/2021;P3;-30;100,8;118;
03/05/2021;P3;-30;102,4;120;
03/05/2021;P3;-25;1,6;142;
03/05/2021;P3;-25;3,2;142;
03/05/2021;P3;-25;4,8;128;
03/05/2021;P3;-25;6,4;115;
03/05/2021;P3;-25;8;115;
03/05/2021;P3;-25;9,6;116;
03/05/2021;P3;-25;11,2;125;
03/05/2021;P3;-25;12,8;133;
03/05/2021;P3;-25;14,4;127;
03/05/2021;P3;-25;16;103;
03/05/2021;P3;-25;17,6;92;
03/05/2021;P3;-25;19,2;90;
03/05/2021;P3;-25;20,8;92;
03/05/2021;P3;-25;22,4;99;
03/05/2021;P3;-25;24;119;
03/05/2021;P3;-25;25,6;137;
03/05/2021;P3;-25;27,2;134;
03/05/2021;P3;-25;28,8;131;
03/05/2021;P3;-25;30,4;128;
03/05/2021;P3;-25;32;126;
03/05/2021;P3;-25;33,6;126;
03/05/2021;P3;-25;35,2;124;
03/05/2021;P3;-25;36,8;122;
03/05/2021;P3;-25;38,4;119;
03/05/2021;P3;-25;40;121;
03/05/2021;P3;-25;41,6;116;
03/05/2021;P3;-25;43,2;117;
03/05/2021;P3;-25;44,8;106;
03/05/2021;P3;-25;46,4;105;
03/05/2021;P3;-25;48;107;
03/05/2021;P3;-25;49,6;107;
03/05/2021;P3;-25;51,2;112;
