MPV1_time;CO2_dry_MPV1;delta13C_MPV1;MPV2_time;CO2_dry_MPV2;delta13C_MPV2;CO2_differential_ppm;flow_m3_h;surface_m2;flux_umol_s;d13C_differential
01/03/2021 13:31;574.708134;-27.69610596;01/03/2021 13:36;445.8297471;-14.11737671;128.8783869;4.9;1;7.826262374;-13.57872925
01/03/2021 13:41;552.6142653;-22.44179644;01/03/2021 13:46;453.6924416;-17.63540161;98.92182374;4.9;1;6.00712164;-4.806394828
01/03/2021 13:51;615.3999599;-25.12888132;01/03/2021 13:56;439.8489039;-23.96308524;175.551056;4.9;1;10.6605045;-1.165796078
01/03/2021 14:01;533.3465378;-29.60358924;01/03/2021 14:06;430.225521;-28.50986723;103.1210168;4.9;1;6.262121624;-1.093722004
01/03/2021 14:11;475.7020441;-33.4423511;01/03/2021 14:16;423.4898009;-32.00143126;52.21224317;4.9;1;3.170638025;-1.440919841
01/03/2021 14:21;444.6942599;-36.1586652;01/03/2021 14:26;418.8927444;-34.30472962;25.80151559;4.9;1;1.566821524;-1.85393558
01/03/2021 14:31;428.7631664;-37.32807278;01/03/2021 14:36;415.6756417;-35.90106864;13.08752473;4.9;1;0.794752362;-1.427004143
01/03/2021 14:41;420.2588181;-38.23408586;01/03/2021 14:46;413.4086779;-36.8009346;6.850140168;4.9;1;0.415981264;-1.433151256
01/03/2021 14:51;415.4038984;-38.64312054;01/03/2021 14:56;411.8044758;-37.59139414;3.599422596;4.9;1;0.218578354;-1.051726392
01/03/2021 15:01;427.5731514;-36.1915045;01/03/2021 15:06;466.6694779;-15.17560926;-39.0963265;4.9;1;-2.374161536;-21.01589525
01/03/2021 15:11;444.3955622;-31.78911948;01/03/2021 15:16;448.1327106;-22.21015718;-3.737148434;4.9;1;-0.226941886;-9.5789623
01/03/2021 15:21;432.1257447;-34.15470737;01/03/2021 15:26;511.5773502;-16.10960227;-79.45160557;4.9;1;-4.824774161;-18.04510509
01/03/2021 15:31;438.5108691;-32.93930465;01/03/2021 15:36;482.216071;-16.1883549;-43.70520192;4.9;1;-2.65403987;-16.75094975
01/03/2021 15:41;446.7655963;-31.1581189;01/03/2021 15:46;456.0950049;-22.78831007;-9.329408625;4.9;1;-0.566537194;-8.369808834
01/03/2021 15:51;432.9432403;-34.00718097;01/03/2021 15:56;440.5624159;-27.75244919;-7.619175599;4.9;1;-0.46268167;-6.254731781
01/03/2021 16:01;422.2109222;-36.40291033;01/03/2021 16:06;429.8885824;-31.31761456;-7.677660259;4.9;1;-0.466233207;-5.085295765
01/03/2021 16:11;415.7917342;-37.71613406;01/03/2021 16:16;545.7668775;-17.66030073;-129.9751432;4.9;1;-7.892863942;-20.05583334
01/03/2021 16:21;443.087675;-32.95695097;01/03/2021 16:26;533.7859042;-17.5945432;-90.69822913;4.9;1;-5.507736052;-15.36240776
01/03/2021 16:31;442.6123621;-33.07080143;01/03/2021 16:36;495.8559401;-16.91076863;-53.24357797;4.9;1;-3.233266809;-16.1600328
01/03/2021 16:41;447.1695259;-32.07973139;01/03/2021 16:46;458.2459682;-22.97166735;-11.07644228;4.9;1;-0.672627471;-9.108064032
01/03/2021 16:51;431.8552845;-34.35891004;01/03/2021 16:56;429.2059792;-28.02954;2.649305348;4.9;1;0.160881582;-6.329370036
01/03/2021 17:01;421.5407305;-36.85518726;01/03/2021 17:06;409.299563;-30.98390671;12.24116751;4.9;1;0.743356516;-5.871280553
01/03/2021 17:11;415.3589825;-37.3526422;01/03/2021 17:16;396.4448636;-33.2532737;18.91411892;4.9;1;1.148577824;-4.099368497
01/03/2021 17:21;411.8707132;-38.45774611;01/03/2021 17:26;388.2110068;-34.65519636;23.65970635;4.9;1;1.436758125;-3.802549746
01/03/2021 17:31;409.8322822;-38.42320488;01/03/2021 17:36;383.0848896;-35.41897787;26.74739252;4.9;1;1.624260799;-3.004227012
01/03/2021 17:41;408.7041075;-39.15406502;01/03/2021 17:46;380.107644;-36.61463875;28.59646352;4.9;1;1.73654739;-2.539426271
01/03/2021 17:51;408.0639241;-39.3535701;01/03/2021 17:56;378.3598815;-37.03661391;29.70404255;4.9;1;1.803806178;-2.316956195
01/03/2021 18:01;407.6525524;-39.5518846;01/03/2021 18:06;377.6082417;-37.56676354;30.04431063;4.9;1;1.82446928;-1.985121059
01/03/2021 18:11;407.3900504;-39.35749676;01/03/2021 18:16;377.5284988;-37.49732696;29.86155161;4.9;1;1.813371065;-1.860169804
01/03/2021 18:21;407.1491239;-39.39329316;01/03/2021 18:26;377.8925716;-37.54442761;29.25655225;4.9;1;1.776631905;-1.848865547
01/03/2021 18:31;406.9016581;-39.62912218;01/03/2021 18:36;378.8100779;-38.21451605;28.09158021;4.9;1;1.705887872;-1.41460613
01/03/2021 18:41;406.7304428;-39.34595914;01/03/2021 18:46;380.2456711;-37.97180569;26.48477166;4.9;1;1.608312897;-1.37415345
01/03/2021 18:51;406.7188057;-39.43704983;01/03/2021 18:56;382.0560423;-38.33830132;24.66276343;4.9;1;1.497669718;-1.098748507
01/03/2021 19:01;406.7682835;-39.2594669;01/03/2021 19:06;384.3191924;-38.51558216;22.44909103;4.9;1;1.363242361;-0.743884741
01/03/2021 19:11;406.9229208;-39.42305622;01/03/2021 19:16;386.4360287;-38.46991488;20.48689213;4.9;1;1.24408597;-0.953141341
01/03/2021 19:21;407.2151058;-39.59643034;01/03/2021 19:26;388.4897175;-38.61217191;18.72538834;4.9;1;1.13711698;-0.984258429
01/03/2021 19:31;407.4319907;-39.77798341;01/03/2021 19:36;390.3538864;-38.70104463;17.07810431;4.9;1;1.037084094;-1.076938777
01/03/2021 19:41;407.6176669;-39.55900603;01/03/2021 19:46;392.2219542;-38.91384812;15.39571276;4.9;1;0.93491927;-0.645157917
01/03/2021 19:51;407.7289621;-39.76965985;01/03/2021 19:56;394.0409973;-38.40143005;13.68796477;4.9;1;0.831214653;-1.3682298
01/03/2021 20:01;407.8442304;-39.49674778;01/03/2021 20:06;395.8822023;-38.89714224;11.96202817;4.9;1;0.726405515;-0.599605537
01/03/2021 20:11;407.8854872;-39.73053699;01/03/2021 20:16;397.7528674;-38.98472537;10.13261983;4.9;1;0.615312957;-0.745811622
01/03/2021 20:21;407.9504508;-39.60774686;01/03/2021 20:26;399.566013;-39.15964571;8.384437807;4.9;1;0.509152944;-0.448101146
01/03/2021 20:31;408.0012465;-39.50149775;01/03/2021 20:36;400.9837905;-39.00578949;7.017455931;4.9;1;0.426141672;-0.495708266
01/03/2021 20:41;408.0595623;-39.76856385;01/03/2021 20:46;402.1344027;-39.34455209;5.925159568;4.9;1;0.359810939;-0.424011753
01/03/2021 20:51;408.0930285;-39.59545556;01/03/2021 20:56;402.9018204;-39.12274639;5.191208094;4.9;1;0.315241039;-0.472709169
01/03/2021 21:01;408.1225139;-39.54413711;01/03/2021 21:06;404.2915063;-39.07550023;3.831007619;4.9;1;0.232641574;-0.468636881
01/03/2021 21:11;408.0941099;-39.6459244;01/03/2021 21:16;406.1508346;-39.41861407;1.943275381;4.9;1;0.118007242;-0.227310335
01/03/2021 21:21;407.9016936;-39.43877098;01/03/2021 21:26;407.2425636;-39.75834334;0.65913005;4.9;1;0.040026298;0.319572355
01/03/2021 21:31;407.6643613;-39.55278807;01/03/2021 21:36;407.907689;-39.62938718;-0.243327737;4.9;1;-0.014776308;0.076599117
01/03/2021 21:41;407.4258605;-39.65325511;01/03/2021 21:46;408.2145343;-39.46347692;-0.788673805;4.9;1;-0.047892965;-0.189778194
01/03/2021 21:51;407.3087567;-39.45750137;01/03/2021 21:56;408.4637302;-39.54484753;-1.154973491;4.9;1;-0.070136862;0.087346152
01/03/2021 22:01;407.1345761;-39.40126005;01/03/2021 22:06;408.561485;-39.59401474;-1.426908949;4.9;1;-0.0866504;0.192754685
01/03/2021 22:11;406.9280526;-39.51371496;01/03/2021 22:16;408.5628042;-39.61820152;-1.634751515;4.9;1;-0.099271837;0.104486563
01/03/2021 22:21;406.8308587;-39.73528891;01/03/2021 22:26;408.6576397;-39.62526224;-1.826781;4.9;1;-0.11093301;-0.110026669
01/03/2021 22:31;406.7922736;-39.8201456;01/03/2021 22:36;408.716744;-39.48887371;-1.924470338;4.9;1;-0.116865288;-0.331271888
01/03/2021 22:41;406.8266725;-39.53802178;01/03/2021 22:46;408.8381525;-39.79691691;-2.011479958;4.9;1;-0.12214903;0.258895122
01/03/2021 22:51;406.8736833;-39.57049181;01/03/2021 22:56;408.9550988;-39.58573047;-2.081415434;4.9;1;-0.126395928;0.015238656
01/03/2021 23:01;406.902935;-39.48977244;01/03/2021 23:06;408.9945873;-39.89598954;-2.091652345;4.9;1;-0.127017574;0.406217104
01/03/2021 23:11;406.9001602;-39.58842261;01/03/2021 23:16;409.0586555;-39.47682829;-2.158495251;4.9;1;-0.131076673;-0.111594317
01/03/2021 23:21;406.8076713;-39.64126677;01/03/2021 23:26;409.0339203;-39.64771769;-2.226249046;4.9;1;-0.135191086;0.006450918
01/03/2021 23:31;406.7408119;-39.21288285;01/03/2021 23:36;409.0587348;-39.61701654;-2.317922869;4.9;1;-0.140758066;0.404133688
01/03/2021 23:41;406.7265871;-39.55340044;01/03/2021 23:46;409.1807069;-39.93166347;-2.454119795;4.9;1;-0.149028754;0.378263033
01/03/2021 23:51;406.8367933;-39.56266081;01/03/2021 23:56;409.2977393;-39.49667749;-2.460946011;4.9;1;-0.149443282;-0.065983323
02/03/2021 00:01;406.9243396;-39.70302545;02/03/2021 00:06;409.4014648;-39.59924097;-2.477125199;4.9;1;-0.150425779;-0.103784487
02/03/2021 00:11;406.9993191;-39.79088605;02/03/2021 00:16;409.4626642;-39.32227876;-2.463345101;4.9;1;-0.149588969;-0.46860729
02/03/2021 00:21;406.9880261;-39.40407958;02/03/2021 00:26;409.4909439;-39.55307323;-2.502917793;4.9;1;-0.151992059;0.148993645
02/03/2021 00:31;406.9031468;-39.35001764;02/03/2021 00:36;409.4443095;-39.50155524;-2.541162732;4.9;1;-0.154314519;0.151537602
02/03/2021 00:41;406.9012467;-39.59525176;02/03/2021 00:46;409.4849416;-39.59595801;-2.583694951;4.9;1;-0.156897328;0.000706251
02/03/2021 00:51;406.8383726;-39.59762118;02/03/2021 00:56;409.5298751;-39.57461498;-2.691502496;4.9;1;-0.163444044;-0.0230062
02/03/2021 01:01;406.8600868;-39.63500247;02/03/2021 01:06;409.6148741;-39.72578318;-2.754787241;4.9;1;-0.16728707;0.090780711
02/03/2021 01:11;406.9492808;-39.51842949;02/03/2021 01:16;409.7289808;-39.68455737;-2.779699924;4.9;1;-0.168799916;0.166127882
02/03/2021 01:21;407.0147224;-39.47123514;02/03/2021 01:26;409.7154333;-39.59801143;-2.700710898;4.9;1;-0.164003233;0.126776285
02/03/2021 01:31;406.9764157;-39.30073623;02/03/2021 01:36;409.6539203;-39.17087604;-2.677504602;4.9;1;-0.162594008;-0.129860195
02/03/2021 01:41;406.9070927;-39.1556155;02/03/2021 01:46;409.6699937;-39.33550605;-2.762900965;4.9;1;-0.167779784;0.179890553
02/03/2021 01:51;406.8454912;-39.77302929;02/03/2021 01:56;409.707269;-39.59493672;-2.86177782;4.9;1;-0.173784174;-0.178092575
02/03/2021 02:01;406.8937062;-39.92809555;02/03/2021 02:06;409.679674;-39.34641998;-2.785967754;4.9;1;-0.169180536;-0.581675571
02/03/2021 02:11;406.892107;-39.53152262;02/03/2021 02:16;409.7039692;-39.59551874;-2.81186227;4.9;1;-0.170753005;0.063996119
02/03/2021 02:21;406.9545623;-39.64782787;02/03/2021 02:26;409.769253;-39.65461965;-2.814690684;4.9;1;-0.170924763;0.006791781
02/03/2021 02:31;406.9426726;-39.5776613;02/03/2021 02:36;409.7494791;-39.44701509;-2.806806482;4.9;1;-0.170445988;-0.130646209
02/03/2021 02:41;406.8744492;-39.29421131;02/03/2021 02:46;409.6590399;-39.55270572;-2.784590691;4.9;1;-0.169096913;0.25849441
02/03/2021 02:51;406.8188935;-39.48335818;02/03/2021 02:56;409.6618279;-39.47404484;-2.842934394;4.9;1;-0.17263989;-0.009313339
02/03/2021 03:01;406.9432766;-39.7218481;02/03/2021 03:06;409.7135886;-39.54097969;-2.77031194;4.9;1;-0.168229822;-0.18086841
02/03/2021 03:11;406.9323939;-39.47605656;02/03/2021 03:16;409.7443266;-39.47541167;-2.811932688;4.9;1;-0.170757282;-0.000644897
02/03/2021 03:21;406.9481596;-39.48922743;02/03/2021 03:26;409.7228577;-39.53095072;-2.774698177;4.9;1;-0.16849618;0.041723294
02/03/2021 03:31;406.8938096;-39.52434186;02/03/2021 03:36;409.6864575;-39.54255324;-2.79264789;4.9;1;-0.169586194;0.018211377
02/03/2021 03:41;406.8673213;-39.40614424;02/03/2021 03:46;409.68211;-39.6126657;-2.814788716;4.9;1;-0.170930717;0.206521464
02/03/2021 03:51;406.8373331;-39.34264292;02/03/2021 03:56;409.7636533;-39.53756691;-2.926320234;4.9;1;-0.177703574;0.194923997
02/03/2021 04:01;406.867458;-39.4395962;02/03/2021 04:06;409.7928711;-39.41546524;-2.925413134;4.9;1;-0.177648489;-0.024130959
02/03/2021 04:11;406.920382;-39.44045014;02/03/2021 04:16;409.7705267;-39.5878738;-2.850144704;4.9;1;-0.173077742;0.147423658
02/03/2021 04:21;406.8775838;-39.50603852;02/03/2021 04:26;409.813035;-39.45635136;-2.935451227;4.9;1;-0.178258062;-0.049687157
02/03/2021 04:31;406.8486909;-39.17485215;02/03/2021 04:36;409.7802296;-39.29882555;-2.9315387;4.9;1;-0.17802047;0.123973403
02/03/2021 04:41;406.7742755;-39.20250626;02/03/2021 04:46;409.8111785;-39.53501061;-3.036902934;4.9;1;-0.184418813;0.332504351
02/03/2021 04:51;406.8575128;-39.33165854;02/03/2021 04:56;409.8553165;-39.54444274;-2.997803716;4.9;1;-0.182044476;0.212784196
02/03/2021 05:01;406.9358852;-39.55883301;02/03/2021 05:06;409.9014117;-39.1163738;-2.965526511;4.9;1;-0.180084412;-0.442459211
02/03/2021 05:11;406.9831352;-39.52893919;02/03/2021 05:16;409.2039756;-39.28219998;-2.220840478;4.9;1;-0.134862646;-0.246739205
02/03/2021 05:21;407.0374375;-39.36776676;02/03/2021 05:26;407.7745199;-39.31510061;-0.737082454;4.9;1;-0.044760032;-0.05266615
02/03/2021 05:31;407.0385197;-39.39480713;02/03/2021 05:36;406.6433749;-39.24194329;0.395144795;4.9;1;0.023995543;-0.152863838
02/03/2021 05:41;407.123562;-39.28322514;02/03/2021 05:46;405.7789231;-39.41709145;1.344638859;4.9;1;0.081654471;0.133866312
02/03/2021 05:50;407.3037338;-39.25344274;02/03/2021 05:56;404.8836174;-39.27632711;2.420116326;4.9;1;0.146963861;0.02288437
02/03/2021 06:01;407.3620577;-39.26280442;02/03/2021 06:06;403.3969599;-38.61858645;3.965097794;4.9;1;0.240784327;-0.644217967
02/03/2021 06:10;407.2993932;-39.34539116;02/03/2021 06:15;401.6951316;-38.96102568;5.604261551;4.9;1;0.340324102;-0.384365479
02/03/2021 06:20;407.3382146;-39.49574939;02/03/2021 06:25;399.9112284;-39.00510323;7.426986201;4.9;1;0.451010787;-0.49064616
02/03/2021 06:30;407.405167;-39.17160099;02/03/2021 06:35;398.0395751;-38.75130499;9.365591939;4.9;1;0.56873446;-0.420296001
02/03/2021 06:40;407.4895137;-38.87356152;02/03/2021 06:45;396.2809898;-38.41879252;11.20852391;4.9;1;0.680648253;-0.454768998
02/03/2021 06:50;407.722112;-39.25490998;02/03/2021 06:55;394.5941072;-38.52389138;13.12800475;4.9;1;0.797210549;-0.7310186
02/03/2021 07:00;407.9364145;-39.23276533;02/03/2021 07:05;392.8769941;-38.42136678;15.05942046;4.9;1;0.914497601;-0.811398544
02/03/2021 07:10;408.142729;-39.44442003;02/03/2021 07:15;390.7831925;-38.43877808;17.3595365;4.9;1;1.054174331;-1.005641952
02/03/2021 07:20;408.3094465;-39.02513472;02/03/2021 07:25;388.355602;-38.39203014;19.95384448;4.9;1;1.211716146;-0.633104583
02/03/2021 07:30;408.3899285;-39.20566231;02/03/2021 07:35;385.9263661;-37.96313421;22.46356241;4.9;1;1.364121149;-1.242528095
02/03/2021 07:40;408.4678229;-39.22559159;02/03/2021 07:45;383.5557956;-38.26078603;24.91202732;4.9;1;1.512806505;-0.964805558
02/03/2021 07:50;408.5383805;-39.49673746;02/03/2021 07:55;381.4296685;-38.17473675;27.10871204;4.9;1;1.64620227;-1.32200071
02/03/2021 08:00;408.5924031;-39.22161397;02/03/2021 08:05;379.5568995;-38.15878279;29.0355036;4.9;1;1.763208516;-1.062831179
02/03/2021 08:10;408.6962842;-39.69447984;02/03/2021 08:15;377.8368814;-38.05238823;30.85940275;4.9;1;1.873966523;-1.642091618
02/03/2021 08:20;408.7426942;-39.48389251;02/03/2021 08:25;376.8101748;-37.9147286;31.93251932;4.9;1;1.939132545;-1.569163905
02/03/2021 08:30;408.6617853;-39.3047756;02/03/2021 08:35;375.3745318;-37.96930757;33.28725353;4.9;1;2.021400066;-1.33546803
02/03/2021 08:40;408.4975221;-39.1988476;02/03/2021 08:45;374.2997689;-37.84932603;34.19775324;4.9;1;2.076691025;-1.349521563
02/03/2021 08:50;408.4819416;-39.36586092;02/03/2021 08:55;373.460995;-37.97409743;35.02094664;4.9;1;2.126680226;-1.39176349
02/03/2021 09:00;408.6397594;-39.09201038;02/03/2021 09:05;372.9674155;-37.706916;35.67234393;4.9;1;2.166236944;-1.385094381
02/03/2021 09:10;408.685826;-39.39932067;02/03/2021 09:15;372.7439109;-37.86362312;35.94191515;4.9;1;2.182606912;-1.535697547
02/03/2021 09:20;408.7528533;-39.35459146;02/03/2021 09:25;372.8456551;-38.10123471;35.9071982;4.9;1;2.180498692;-1.253356753
02/03/2021 09:30;408.8218784;-39.1111762;02/03/2021 09:35;373.1239843;-37.72464407;35.69789412;4.9;1;2.167788504;-1.386532131
02/03/2021 09:40;408.8058155;-39.27890005;02/03/2021 09:45;373.4197371;-37.95477535;35.38607838;4.9;1;2.148853197;-1.324124696
02/03/2021 09:50;408.7935075;-39.44749957;02/03/2021 09:55;373.7827596;-37.66516954;35.01074787;4.9;1;2.126060896;-1.78233003
02/03/2021 10:00;408.7760713;-39.41004452;02/03/2021 10:05;374.2864019;-38.0123957;34.48966938;4.9;1;2.094417909;-1.397648813
02/03/2021 10:10;408.7704785;-39.09067011;02/03/2021 10:15;374.7633017;-38.09507798;34.00717683;4.9;1;2.065118092;-0.995592128
02/03/2021 10:20;408.7155791;-39.25632713;02/03/2021 10:25;375.3517556;-37.82696072;33.36382358;4.9;1;2.026049855;-1.429366411
02/03/2021 10:30;408.715455;-39.53617394;02/03/2021 10:35;375.9246006;-38.31613445;32.79085438;4.9;1;1.991255756;-1.220039494
02/03/2021 10:40;408.6636475;-39.48337033;02/03/2021 10:45;376.5768089;-38.09227434;32.08683857;4.9;1;1.948503728;-1.391095991
02/03/2021 10:50;408.6787142;-39.30776284;02/03/2021 10:55;377.2516163;-38.4102718;31.42709788;4.9;1;1.908440349;-0.897491042
02/03/2021 11:00;408.6976708;-39.43187946;02/03/2021 11:05;377.8250016;-38.11199195;30.8726692;4.9;1;1.87477214;-1.319887511
02/03/2021 11:10;408.6874691;-39.28181954;02/03/2021 11:15;378.4602118;-38.07794324;30.22725731;4.9;1;1.835578891;-1.203876306
02/03/2021 11:20;408.7466346;-39.25214152;02/03/2021 11:25;379.0947237;-38.08666241;29.65191094;4.9;1;1.800640436;-1.165479103
02/03/2021 11:30;408.7221223;-39.01798007;02/03/2021 11:35;379.631838;-38.41963912;29.09028424;4.9;1;1.766535122;-0.598340943
02/03/2021 11:40;408.6908116;-39.03629537;02/03/2021 11:45;380.0481466;-38.46040763;28.64266505;4.9;1;1.739353022;-0.575887739
02/03/2021 11:50;408.6612367;-39.38399577;02/03/2021 11:55;380.411753;-38.06702484;28.24948365;4.9;1;1.715476708;-1.316970934
02/03/2021 12:00;408.5560588;-39.47067822;02/03/2021 12:05;380.2466223;-38.46455624;28.30943649;4.9;1;1.719117401;-1.006121974
02/03/2021 12:10;408.5978083;-39.24189075;02/03/2021 12:15;380.5924862;-38.06719025;28.00532209;4.9;1;1.700649766;-1.174700492
02/03/2021 12:20;408.5631351;-39.32780983;02/03/2021 12:25;381.0151862;-38.33818431;27.54794887;4.9;1;1.672875343;-0.98962552
02/03/2021 12:30;408.5510468;-39.00948005;02/03/2021 12:35;381.4852522;-38.28343112;27.06579454;4.9;1;1.643596063;-0.726048932
02/03/2021 12:40;408.5212561;-39.19460075;02/03/2021 12:45;381.7737857;-38.35257838;26.74747043;4.9;1;1.62426553;-0.842022373
02/03/2021 12:50;408.5164016;-39.15090708;02/03/2021 12:55;382.0943777;-38.46622204;26.4220239;4.9;1;1.60450248;-0.684685037
02/03/2021 13:00;408.5398466;-39.15298661;02/03/2021 13:05;382.3506097;-38.44482586;26.18923689;4.9;1;1.590366268;-0.708160752
02/03/2021 13:10;408.5148864;-39.18137644;02/03/2021 13:15;382.608012;-38.45328182;25.90687445;4.9;1;1.573219541;-0.728094625
02/03/2021 13:20;408.5833014;-39.2969607;02/03/2021 13:25;382.8828094;-38.30231195;25.70049195;4.9;1;1.560686768;-0.99464875
02/03/2021 13:30;408.6400029;-39.08317979;02/03/2021 13:35;382.9981673;-38.35366267;25.64183554;4.9;1;1.557124802;-0.729517116
02/03/2021 13:40;408.5950047;-39.29761023;02/03/2021 13:45;383.1539751;-38.38841298;25.44102965;4.9;1;1.544930674;-0.90919725
02/03/2021 13:50;408.6164567;-39.16227843;02/03/2021 13:55;383.0103878;-38.31010757;25.60606886;4.9;1;1.554952836;-0.852170856
02/03/2021 14:00;408.5314043;-39.24957706;02/03/2021 14:05;382.7868059;-38.33666582;25.7445984;4.9;1;1.563365174;-0.91291124
02/03/2021 14:10;408.4747788;-39.33352501;02/03/2021 14:15;382.6840158;-38.18927947;25.79076307;4.9;1;1.566168567;-1.144245543
02/03/2021 14:20;408.4924795;-39.05928794;02/03/2021 14:25;382.8030114;-38.47733385;25.68946802;4.9;1;1.560017329;-0.581954087
02/03/2021 14:30;408.5022871;-39.06639113;02/03/2021 14:35;382.9448066;-38.45369737;25.55748048;4.9;1;1.552002261;-0.612693757
02/03/2021 14:40;408.4845439;-39.0614216;02/03/2021 14:45;383.0924382;-38.37450077;25.39210569;4.9;1;1.54195972;-0.686920822
02/03/2021 14:50;408.4535093;-39.13524086;02/03/2021 14:55;383.1141602;-38.40327171;25.33934903;4.9;1;1.538756021;-0.731969157
02/03/2021 15:00;408.4006538;-39.04977275;02/03/2021 15:05;383.1039437;-38.20519031;25.29671016;4.9;1;1.536166736;-0.844582448
02/03/2021 15:10;408.3809268;-39.13713017;02/03/2021 15:15;383.2502319;-38.17885444;25.13069489;4.9;1;1.5260853;-0.958275732
02/03/2021 15:20;408.3385249;-39.34667498;02/03/2021 15:25;383.2258873;-38.09329844;25.11263761;4.9;1;1.524988755;-1.25337654
02/03/2021 15:30;408.3312897;-39.13927351;02/03/2021 15:35;383.2358003;-38.26191094;25.0954894;4.9;1;1.523947414;-0.877362572
02/03/2021 15:40;408.2970804;-39.09523279;02/03/2021 15:45;383.1811539;-38.26022224;25.11592645;4.9;1;1.525188473;-0.835010549
02/03/2021 15:50;408.247926;-39.16716834;02/03/2021 15:55;383.0615354;-38.20046759;25.18639061;4.9;1;1.529467476;-0.966700754
02/03/2021 16:00;408.270056;-38.67391809;02/03/2021 16:05;382.9789205;-38.44440353;25.29113544;4.9;1;1.535828205;-0.229514565
02/03/2021 16:10;408.2426956;-39.01752743;02/03/2021 16:15;382.9242179;-38.17982806;25.31847767;4.9;1;1.537488588;-0.837699366
02/03/2021 16:20;408.1834166;-38.96307831;02/03/2021 16:25;382.9082357;-38.30232239;25.27518091;4.9;1;1.534859351;-0.660755918
02/03/2021 16:30;408.1857001;-38.98847777;02/03/2021 16:35;382.9299378;-38.18735037;25.25576236;4.9;1;1.533680141;-0.801127395
02/03/2021 16:40;408.2219626;-39.53065059;02/03/2021 16:45;382.9346154;-38.14884954;25.28734716;4.9;1;1.535598158;-1.381801045
02/03/2021 16:50;408.2068016;-39.47993952;02/03/2021 16:55;382.8059448;-38.54615733;25.40085684;4.9;1;1.542491141;-0.933782195
02/03/2021 17:00;408.2061843;-39.02144364;02/03/2021 17:05;382.7138572;-38.59055414;25.49232708;4.9;1;1.548045758;-0.430889503
02/03/2021 17:10;408.1269194;-39.26705851;02/03/2021 17:15;382.6954681;-38.27972787;25.4314513;4.9;1;1.544349019;-0.987330642
02/03/2021 17:20;408.0994386;-39.09127656;02/03/2021 17:25;382.7887587;-38.42724782;25.31067989;4.9;1;1.537015061;-0.664028745
02/03/2021 17:30;408.0415929;-38.9459888;02/03/2021 17:35;382.8542705;-38.22391803;25.18732232;4.9;1;1.529524055;-0.722070773
02/03/2021 17:40;408.0531708;-39.17061639;02/03/2021 17:45;383.0475838;-38.27760965;25.00558696;4.9;1;1.518488003;-0.893006748
02/03/2021 17:50;408.0122384;-39.29188513;02/03/2021 17:55;383.4740905;-38.46567571;24.53814783;4.9;1;1.490102318;-0.826209418
02/03/2021 18:00;408.0316993;-39.2585521;02/03/2021 18:05;384.0439208;-38.39897688;23.98777855;4.9;1;1.456680621;-0.859575223
02/03/2021 18:10;407.9807173;-39.12713964;02/03/2021 18:15;384.9442362;-38.51467653;23.0364811;4.9;1;1.39891218;-0.612463115
02/03/2021 18:20;407.7931201;-39.58098815;02/03/2021 18:25;386.3374038;-38.49294948;21.45571623;4.9;1;1.302918733;-1.088038668
02/03/2021 18:30;407.5118483;-39.10127714;02/03/2021 18:35;388.6675648;-38.63628517;18.84428349;4.9;1;1.144337001;-0.464991978
02/03/2021 18:40;407.3268862;-39.4304438;02/03/2021 18:45;391.9556753;-38.49501806;15.37121088;4.9;1;0.933431371;-0.935425745
02/03/2021 18:50;407.322484;-39.55549375;02/03/2021 18:55;396.2326303;-38.94914353;11.08985374;4.9;1;0.673441895;-0.606350215
02/03/2021 19:00;407.463775;-39.6423685;02/03/2021 19:05;400.7871902;-38.91154618;6.676584742;4.9;1;0.405441946;-0.73082232
02/03/2021 19:10;407.6909594;-39.33571364;02/03/2021 19:15;404.5104696;-39.23579974;3.180489798;4.9;1;0.193138262;-0.099913901
02/03/2021 19:20;407.6795125;-39.48606617;02/03/2021 19:25;406.7580365;-39.26224254;0.921475955;4.9;1;0.055957502;-0.223823626
02/03/2021 19:30;407.5621404;-39.33506998;02/03/2021 19:35;408.1768725;-39.40810185;-0.614732056;4.9;1;-0.037330188;0.073031875
02/03/2021 19:40;407.3731931;-39.28866833;02/03/2021 19:45;409.1454134;-39.22933836;-1.77222027;4.9;1;-0.107619758;-0.059329971
02/03/2021 19:50;407.2792272;-39.49214967;02/03/2021 19:55;409.8423518;-39.38887334;-2.563124617;4.9;1;-0.155648175;-0.103276336
02/03/2021 20:00;407.2017778;-39.3209238;02/03/2021 20:05;410.324325;-39.39927119;-3.122547203;4.9;1;-0.189619643;0.078347384
02/03/2021 20:10;407.2602801;-39.43208031;02/03/2021 20:15;410.7041071;-39.55238436;-3.443827006;4.9;1;-0.209129664;0.120304054
02/03/2021 20:20;407.2425905;-39.41528556;02/03/2021 20:25;410.9602779;-39.94758579;-3.717687374;4.9;1;-0.225760095;0.532300235
02/03/2021 20:30;407.2411451;-39.37476593;02/03/2021 20:35;411.0985053;-39.63943563;-3.857360156;4.9;1;-0.234241857;0.264669697
02/03/2021 20:40;407.3163628;-39.39677328;02/03/2021 20:45;411.2440944;-39.52101739;-3.927731585;4.9;1;-0.238515229;0.12424411
02/03/2021 20:50;407.3602931;-39.28463184;02/03/2021 20:55;411.3404588;-39.62741855;-3.980165738;4.9;1;-0.241699342;0.342786714
